"V1","V2","V3","V4","V5","V6"
4,7,0.208,-11.147,0.236,0.209
4,8,0.236,-11.065,0.165,0.171
4,9,0.256,-10.996,0.391,0.082
4,10,0.271,-10.938,0.466,0.903
4,11,0.281,-10.886,0.486,0.065
4,12,0.289,-10.838,0.982,0.967
4,13,0.296,-10.793,0.607,0.28
4,14,0.301,-10.749,0.419,0.406
4,15,0.306,-10.704,0.516,0.561
4,16,0.31,-10.659,0.995,0.125
4,17,0.315,-10.612,0.49,0.907
4,18,0.319,-10.563,0.079,0.799
4,19,0.324,-10.512,0.127,0.784
4,20,0.329,-10.459,0.575,0.353
4,21,0.335,-10.404,0.925,0.914
4,22,0.341,-10.346,0.971,0.751
4,23,0.347,-10.286,0.938,0.704
4,24,0.354,-10.224,0.515,0.307
4,25,0.361,-10.16,0.193,0.214
4,26,0.369,-10.095,0.637,0.113
4,27,0.377,-10.027,0.676,0.158
4,28,0.385,-9.958,0.253,0.944
4,29,0.393,-9.888,0.011,0.661
4,30,0.402,-9.818,0.305,0.095
4,31,0.41,-9.747,0.848,0.666
4,32,0.418,-9.676,0.536,0.582
4,33,0.426,-9.604,0.09,0.342
4,34,0.434,-9.531,0.032,0.729
4,35,0.441,-9.457,0.887,0.661
4,36,0.447,-9.382,0.972,0.179
4,37,0.453,-9.304,0.943,0.101
4,38,0.458,-9.223,0.288,0.916
4,39,0.463,-9.138,0.511,0.11
4,40,0.468,-9.048,0.626,0.148
4,41,0.473,-8.951,0.151,0.857
4,42,0.479,-8.847,0.687,0.536
4,43,0.486,-8.734,0.041,0.753
4,44,0.495,-8.611,0.348,0.096
4,45,0.506,-8.475,0.737,0.414
4,46,0.522,-8.326,0.293,0.884
4,47,0.544,-8.16,0.339,0.379
4,48,0.574,-7.978,0.818,0.172
4,49,0.618,-7.778,0.234,0.048
4,50,0.685,-7.566,0.749,0.652
4,51,0.792,-7.36,0.43,0.773
4,52,1.007,-7.219,0.825,0.366
4,53,1.183,-7.176,0.58,0.714
5,4,0,-10.947,0.81,0.845
5,5,-0.006,-11.023,0.679,0.437
5,6,0.075,-10.928,0.933,0.617
5,7,0.135,-10.842,0.089,0.571
5,8,0.179,-10.771,0.417,0.365
5,9,0.211,-10.712,0.79,0.72
5,10,0.234,-10.662,0.557,0.542
5,11,0.251,-10.618,0.324,0.901
5,12,0.265,-10.577,0.253,0.286
5,13,0.275,-10.539,0.176,0.144
5,14,0.284,-10.501,0.07,0.237
5,15,0.291,-10.463,0.479,0.346
5,16,0.298,-10.423,0.102,0.281
5,17,0.306,-10.38,0.875,0.583
5,18,0.313,-10.335,0.751,0.653
5,19,0.321,-10.286,0.193,0.656
5,20,0.329,-10.234,0.186,0.907
5,21,0.338,-10.179,0.432,0.088
5,22,0.348,-10.12,0.818,0.722
5,23,0.358,-10.056,0.874,0.606
5,24,0.37,-9.99,0.922,0.195
5,25,0.382,-9.92,0.537,0.112
5,26,0.396,-9.846,0.15,0.931
5,27,0.41,-9.769,0.228,0.529
5,28,0.425,-9.69,0.179,0.582
5,29,0.441,-9.607,0.297,0.198
5,30,0.456,-9.524,0.186,0.593
5,31,0.472,-9.439,0.142,0.469
5,32,0.488,-9.354,0.673,0.163
5,33,0.503,-9.268,0.569,0.095
5,34,0.518,-9.181,0.932,0.849
5,35,0.532,-9.094,0.497,0.515
5,36,0.545,-9.006,0.969,0.404
5,37,0.557,-8.917,0.161,0.242
5,38,0.567,-8.826,0.612,0.242
5,39,0.576,-8.732,0.222,0.074
5,40,0.585,-8.634,0.748,0.447
5,41,0.593,-8.531,0.093,0.689
5,42,0.601,-8.423,0.806,0.469
5,43,0.61,-8.307,0.729,0.527
5,44,0.621,-8.185,0.611,0.415
5,45,0.634,-8.054,0.407,0.626
5,46,0.651,-7.916,0.019,0.059
5,47,0.675,-7.771,0.157,0.017
5,48,0.706,-7.624,0.427,0.779
5,49,0.751,-7.479,0.227,0.505
5,50,0.818,-7.346,0.815,0.325
5,51,0.917,-7.233,0.179,0.729
5,52,1.067,-7.167,0.753,0.597
5,53,1.165,-7.152,0.275,0.634
6,4,0,-10.71,0.999,0.85
6,5,-0.099,-10.768,0.789,0.791
6,6,-0.005,-10.706,0.139,0.758
6,7,0.069,-10.646,0.317,0.935
6,8,0.124,-10.596,0.464,0.358
6,9,0.165,-10.555,0.86,0.378
6,10,0.195,-10.52,0.87,0.506
6,11,0.218,-10.49,0.323,0.439
6,12,0.235,-10.462,0.146,0.391
6,13,0.248,-10.434,0.756,0.24
6,14,0.259,-10.407,0.579,0.585
6,15,0.268,-10.378,0.661,0.647
6,16,0.276,-10.346,0.572,0.486
6,17,0.284,-10.311,0.986,0.113
6,18,0.293,-10.273,0.269,0.367
6,19,0.302,-10.229,0.5,0.248
6,20,0.311,-10.182,0.736,0.657
6,21,0.322,-10.129,0.127,0.963
6,22,0.334,-10.07,0.436,0.234
6,23,0.348,-10.006,0.814,0.771
6,24,0.363,-9.936,0.632,0.803
6,25,0.38,-9.86,0.982,0.609
6,26,0.398,-9.779,0.487,0.748
6,27,0.418,-9.691,0.776,0.806
6,28,0.44,-9.598,0.3,0.429
6,29,0.462,-9.5,0.904,0.101
6,30,0.486,-9.398,0.311,0.062
6,31,0.51,-9.292,0.361,0.159
6,32,0.535,-9.184,0.894,0.086
6,33,0.559,-9.075,0.992,0.445
6,34,0.583,-8.965,0.25,0.168
6,35,0.606,-8.854,0.902,0.816
6,36,0.626,-8.745,0.632,0.317
6,37,0.644,-8.636,0.088,0.216
6,38,0.66,-8.527,0.26,0.457
6,39,0.673,-8.418,0.463,0.531
6,40,0.683,-8.308,0.62,0.951
6,41,0.692,-8.196,0.494,0.001
6,42,0.7,-8.083,0.228,0.191
6,43,0.707,-7.967,0.023,0.255
6,44,0.716,-7.849,0.716,0.347
6,45,0.726,-7.729,0.139,0.553
6,46,0.74,-7.61,0.101,0.304
6,47,0.76,-7.495,0.353,0.135
6,48,0.789,-7.387,0.616,0.408
6,49,0.832,-7.293,0.101,0.794
6,50,0.893,-7.215,0.243,0.071
6,51,0.979,-7.158,0.604,0.289
6,52,1.091,-7.139,0.817,0.697
6,53,1.173,-7.143,0.571,0.586
7,4,0,-10.452,0.388,0.915
7,5,-0.143,-10.508,0.368,0.297
7,6,-0.042,-10.484,0.248,0.917
7,7,0.04,-10.454,0.783,0.639
7,8,0.102,-10.429,0.753,0.569
7,9,0.148,-10.409,0.131,0.066
7,10,0.182,-10.392,0.065,0.717
7,11,0.206,-10.378,0.487,0.061
7,12,0.225,-10.365,0.414,0.801
7,13,0.238,-10.351,0.816,0.636
7,14,0.249,-10.337,0.47,0.801
7,15,0.257,-10.321,0.488,0.831
7,16,0.264,-10.302,0.032,0.907
7,17,0.271,-10.28,0.916,0.799
7,18,0.278,-10.253,0.205,0.003
7,19,0.286,-10.22,0.631,0.49
7,20,0.294,-10.182,0.627,0.545
7,21,0.304,-10.138,0.012,0.136
7,22,0.315,-10.087,0.777,0.228
7,23,0.329,-10.029,0.508,0.498
7,24,0.344,-9.963,0.493,0.969
7,25,0.361,-9.889,0.439,0.129
7,26,0.381,-9.807,0.262,0.575
7,27,0.404,-9.715,0.037,0.548
7,28,0.429,-9.615,0.283,0.656
7,29,0.457,-9.505,0.968,0.306
7,30,0.487,-9.387,0.602,0.946
7,31,0.518,-9.262,0.387,0.248
7,32,0.551,-9.13,0.094,0.167
7,33,0.585,-8.993,0.738,0.948
7,34,0.618,-8.853,0.962,0.264
7,35,0.65,-8.712,0.628,0.064
7,36,0.679,-8.572,0.12,0.012
7,37,0.704,-8.434,0.475,0.961
7,38,0.726,-8.3,0.7,0.062
7,39,0.743,-8.17,0.914,0.656
7,40,0.757,-8.044,0.468,0.109
7,41,0.766,-7.922,0.247,0.371
7,42,0.773,-7.805,0.42,0.673
7,43,0.778,-7.693,0.788,0.497
7,44,0.783,-7.585,0.748,0.114
7,45,0.79,-7.484,0.719,0.802
7,46,0.8,-7.391,0.639,0.184
7,47,0.818,-7.309,0.105,0.354
7,48,0.844,-7.24,0.151,0.149
7,49,0.884,-7.188,0.036,0.714
7,50,0.941,-7.152,0.737,0.749
7,51,1.017,-7.132,0.485,0.5
7,52,1.11,-7.134,0.444,0.506
7,53,1.187,-7.143,0.294,0.208
8,4,0,-10.12,0.023,0.637
8,5,-0.122,-10.2,0.192,0.58
8,6,-0.02,-10.216,0.712,0.808
8,7,0.064,-10.218,0.02,0.941
8,8,0.128,-10.219,0.488,0.037
8,9,0.175,-10.221,0.645,0.89
8,10,0.208,-10.224,0.79,0.928
8,11,0.232,-10.226,0.503,0.393
8,12,0.249,-10.228,0.623,0.022
8,13,0.26,-10.229,0.722,0.475
8,14,0.268,-10.228,0.734,0.818
8,15,0.273,-10.226,0.849,0.813
8,16,0.276,-10.22,0.762,0.36
8,17,0.279,-10.211,0.673,0.692
8,18,0.283,-10.198,0.234,0.41
8,19,0.286,-10.179,0.262,0.332
8,20,0.291,-10.155,0.675,0.483
8,21,0.297,-10.125,0.671,0.773
8,22,0.305,-10.087,0.929,0.793
8,23,0.315,-10.041,0.513,0.183
8,24,0.328,-9.987,0.73,0.985
8,25,0.343,-9.923,0.901,0.962
8,26,0.361,-9.848,0.982,0.407
8,27,0.383,-9.762,0.071,0.22
8,28,0.408,-9.664,0.246,0.17
8,29,0.437,-9.554,0.524,0.107
8,30,0.469,-9.431,0.65,0.658
8,31,0.505,-9.296,0.023,0.999
8,32,0.542,-9.15,0.626,0.178
8,33,0.582,-8.993,0.129,0.351
8,34,0.623,-8.829,0.33,0.998
8,35,0.662,-8.661,0.952,0.003
8,36,0.699,-8.491,0.889,0.173
8,37,0.733,-8.322,0.668,0.859
8,38,0.762,-8.159,0.26,0.867
8,39,0.785,-8.004,0.584,0.996
8,40,0.802,-7.859,0.12,0.379
8,41,0.814,-7.725,0.45,0.404
8,42,0.821,-7.603,0.736,0.472
8,43,0.826,-7.495,0.726,0.598
8,44,0.829,-7.399,0.904,0.661
8,45,0.834,-7.318,0.616,0.154
8,46,0.842,-7.251,0.106,0.612
8,47,0.858,-7.199,0.057,0.848
8,48,0.883,-7.163,0.441,0.803
8,49,0.921,-7.142,0.914,0.126
8,50,0.974,-7.133,0.882,0.772
8,51,1.042,-7.134,0.502,0.192
8,52,1.125,-7.143,0.759,0.747
8,53,1.201,-7.149,0.664,0.976
9,4,0,-9.609,0.8,0.425
9,5,0.005,-9.761,0.371,0.833
9,6,0.103,-9.834,0.047,0.682
9,7,0.184,-9.877,0.016,0.309
9,8,0.245,-9.912,0.18,0.602
9,9,0.289,-9.942,0.842,0.119
9,10,0.319,-9.967,0.806,0.612
9,11,0.338,-9.989,0.36,0.956
9,12,0.35,-10.009,0.299,0.543
9,13,0.355,-10.025,0.021,0.633
9,14,0.356,-10.04,0.293,0.579
9,15,0.355,-10.051,0.52,0.433
9,16,0.351,-10.058,0.689,0.758
9,17,0.346,-10.062,0.76,0.361
9,18,0.342,-10.06,0.115,0.822
9,19,0.338,-10.054,0.692,0.256
9,20,0.335,-10.042,0.869,0.59
9,21,0.333,-10.024,0.1,0.279
9,22,0.334,-9.998,0.407,0.17
9,23,0.337,-9.965,0.4,0.011
9,24,0.344,-9.922,0.58,0.352
9,25,0.353,-9.869,0.591,0.095
9,26,0.367,-9.806,0.521,0.682
9,27,0.384,-9.73,0.889,0.402
9,28,0.406,-9.64,0.256,0.482
9,29,0.432,-9.537,0.857,0.389
9,30,0.463,-9.419,0.8,0.2
9,31,0.497,-9.286,0.378,0.131
9,32,0.536,-9.138,0.903,0.799
9,33,0.577,-8.976,0.497,0.638
9,34,0.62,-8.803,0.647,0.602
9,35,0.663,-8.622,0.668,0.236
9,36,0.705,-8.437,0.819,0.577
9,37,0.743,-8.252,0.681,0.87
9,38,0.777,-8.072,0.097,0.118
9,39,0.805,-7.902,0.225,0.463
9,40,0.826,-7.745,0.309,0.275
9,41,0.84,-7.605,0.236,0.729
9,42,0.849,-7.484,0.513,0.198
9,43,0.855,-7.382,0.268,0.823
9,44,0.858,-7.3,0.68,0.738
9,45,0.863,-7.238,0.699,0.223
9,46,0.871,-7.193,0.531,0.611
9,47,0.886,-7.164,0.436,0.637
9,48,0.909,-7.149,0.214,0.739
9,49,0.944,-7.145,0.901,0.178
9,50,0.993,-7.148,0.61,0.508
9,51,1.056,-7.154,0.941,0.245
9,52,1.133,-7.159,0.273,0.083
9,53,1.208,-7.16,0.531,0.08
10,4,0,-8.548,0.208,0.808
10,5,0.242,-8.97,0.639,0.067
10,6,0.33,-9.129,0.369,0.889
10,7,0.406,-9.222,0.265,0.4
10,8,0.461,-9.293,0.014,0.6
10,9,0.5,-9.351,0.308,0.143
10,10,0.526,-9.4,0.052,0.763
10,11,0.54,-9.444,0.838,0.511
10,12,0.547,-9.483,0.009,0.976
10,13,0.546,-9.519,0.626,0.572
10,14,0.541,-9.553,0.024,0.636
10,15,0.533,-9.585,0.328,0.759
10,16,0.522,-9.614,0.087,0.415
10,17,0.509,-9.639,0.3,0.344
10,18,0.496,-9.66,0.012,0.135
10,19,0.483,-9.676,0.854,0.885
10,20,0.47,-9.687,0.962,0.441
10,21,0.458,-9.691,0.175,0.726
10,22,0.448,-9.686,0.403,0.487
10,23,0.441,-9.673,0.401,0.764
10,24,0.437,-9.65,0.983,0.256
10,25,0.436,-9.616,0.322,0.784
10,26,0.439,-9.569,0.309,0.503
10,27,0.447,-9.51,0.325,0.03
10,28,0.459,-9.436,0.763,0.204
10,29,0.477,-9.348,0.887,0.852
10,30,0.5,-9.244,0.534,0.281
10,31,0.528,-9.125,0.095,0.572
10,32,0.561,-8.989,0.805,0.079
10,33,0.597,-8.839,0.175,0.398
10,34,0.636,-8.676,0.978,0.008
10,35,0.677,-8.504,0.872,0.83
10,36,0.717,-8.326,0.647,0.023
10,37,0.755,-8.147,0.5,0.556
10,38,0.789,-7.973,0.965,0.109
10,39,0.817,-7.81,0.744,0.149
10,40,0.839,-7.662,0.986,0.345
10,41,0.855,-7.533,0.716,0.367
10,42,0.865,-7.426,0.488,0.293
10,43,0.871,-7.342,0.213,0.741
10,44,0.876,-7.28,0.463,0.725
10,45,0.882,-7.237,0.791,0.675
10,46,0.89,-7.211,0.762,0.495
10,47,0.904,-7.197,0.495,0.666
10,48,0.925,-7.192,0.786,0.451
10,49,0.956,-7.19,0.821,0.428
10,50,1,-7.19,0.438,0.597
10,51,1.058,-7.19,0.171,0.744
10,52,1.131,-7.181,0.984,0.142
10,53,1.205,-7.174,0.858,0.329
11,4,0,-7.562,0.331,0.539
11,5,0.488,-8.073,0.591,0.996
11,6,0.572,-8.282,0.672,0.388
11,7,0.642,-8.408,0.953,0.347
11,8,0.691,-8.501,0.844,0.276
11,9,0.726,-8.575,0.402,0.26
11,10,0.748,-8.635,0.234,0.063
11,11,0.761,-8.687,0.77,0.784
11,12,0.766,-8.733,0.538,0.171
11,13,0.765,-8.774,0.496,0.51
11,14,0.759,-8.811,0.994,0.569
11,15,0.75,-8.846,0.142,0.331
11,16,0.738,-8.878,0.291,0.011
11,17,0.724,-8.907,0.652,0.628
11,18,0.708,-8.932,0.268,0.441
11,19,0.691,-8.954,0.507,0.944
11,20,0.673,-8.972,0.891,0.716
11,21,0.656,-8.986,0.57,0.6
11,22,0.639,-8.994,0.095,0.82
11,23,0.624,-8.997,0.565,0.834
11,24,0.611,-8.993,0.925,0.986
11,25,0.601,-8.982,0.82,0.616
11,26,0.594,-8.961,0.797,0.962
11,27,0.591,-8.93,0.214,0.702
11,28,0.593,-8.887,0.335,0.581
11,29,0.599,-8.832,0.521,0.678
11,30,0.609,-8.762,0.097,0.634
11,31,0.625,-8.679,0.296,0.482
11,32,0.645,-8.581,0.646,0.708
11,33,0.668,-8.47,0.947,0.372
11,34,0.696,-8.347,0.401,0.946
11,35,0.725,-8.215,0.821,0.025
11,36,0.755,-8.077,0.378,0.096
11,37,0.784,-7.939,0.715,0.522
11,38,0.811,-7.806,0.188,0.456
11,39,0.834,-7.682,0.183,0.226
11,40,0.852,-7.571,0.639,0.588
11,41,0.865,-7.476,0.661,0.065
11,42,0.875,-7.401,0.934,0.476
11,43,0.881,-7.344,0.476,0.87
11,44,0.886,-7.305,0.19,0.188
11,45,0.891,-7.281,0.384,0.955
11,46,0.899,-7.27,0.347,0.923
11,47,0.911,-7.266,0.522,0.39
11,48,0.929,-7.267,0.934,0.023
11,49,0.955,-7.266,0.969,0.84
11,50,0.991,-7.26,0.125,0.355
11,51,1.042,-7.246,0.347,0.769
11,52,1.112,-7.218,0.083,0.735
11,53,1.184,-7.197,0.654,0.095
12,4,0,-6.914,0.626,0.298
12,5,0.62,-7.383,0.752,0.829
12,6,0.697,-7.59,0.563,0.283
12,7,0.753,-7.713,0.525,0.999
12,8,0.793,-7.804,0.906,0.224
12,9,0.82,-7.874,0.351,0.86
12,10,0.839,-7.93,0.174,0.849
12,11,0.851,-7.974,0.361,0.969
12,12,0.858,-8.009,0.797,0.053
12,13,0.861,-8.038,0.123,0.469
12,14,0.86,-8.062,0.83,0.211
12,15,0.857,-8.082,0.348,0.045
12,16,0.851,-8.099,0.837,0.655
12,17,0.843,-8.113,0.551,0.077
12,18,0.834,-8.124,0.254,0.26
12,19,0.823,-8.134,0.502,0.297
12,20,0.811,-8.14,0.201,0.938
12,21,0.799,-8.143,0.432,0.791
12,22,0.787,-8.142,0.591,0.841
12,23,0.775,-8.137,0.721,0.49
12,24,0.765,-8.126,0.885,0.366
12,25,0.756,-8.11,0.762,0.496
12,26,0.748,-8.088,0.231,0.4
12,27,0.744,-8.059,0.27,0.369
12,28,0.741,-8.024,0.024,0.874
12,29,0.741,-7.983,0.844,0.215
12,30,0.743,-7.937,0.029,0.962
12,31,0.747,-7.887,0.324,0.461
12,32,0.754,-7.832,0.319,0.511
12,33,0.764,-7.774,0.305,0.544
12,34,0.776,-7.712,0.435,0.253
12,35,0.79,-7.647,0.285,0.659
12,36,0.804,-7.583,0.997,0.526
12,37,0.819,-7.521,0.92,0.656
12,38,0.833,-7.465,0.211,0.939
12,39,0.845,-7.418,0.252,0.733
12,40,0.856,-7.385,0.968,0.312
12,41,0.864,-7.367,0.05,0.547
12,42,0.87,-7.362,0.819,0.783
12,43,0.875,-7.364,0.051,0.016
12,44,0.88,-7.37,0.034,0.801
12,45,0.886,-7.379,0.802,0.374
12,46,0.893,-7.387,0.131,0.411
12,47,0.905,-7.394,0.949,0.121
12,48,0.921,-7.396,0.201,0.66
12,49,0.944,-7.392,0.586,0.624
12,50,0.975,-7.378,0.892,0.072
12,51,1.021,-7.345,0.91,0.018
12,52,1.09,-7.295,0.03,0.675
12,53,1.132,-7.267,0.171,0.045
13,4,0,-6.444,0.838,0.408
13,5,0.323,-6.872,0.026,0.125
13,6,0.356,-7.094,0.864,0.237
13,7,0.379,-7.222,0.349,0.24
13,8,0.396,-7.312,0.517,0.731
13,9,0.407,-7.379,0.874,0.235
13,10,0.415,-7.429,0.478,0.354
13,11,0.421,-7.466,0.083,0.05
13,12,0.425,-7.493,0.556,0.299
13,13,0.428,-7.513,0.711,0.816
13,14,0.429,-7.525,0.948,0.304
13,15,0.429,-7.533,0.704,0.766
13,16,0.429,-7.537,0.234,0.244
13,17,0.428,-7.537,0.238,0.801
13,18,0.426,-7.533,0.905,0.118
13,19,0.424,-7.526,0.454,0.218
13,20,0.421,-7.515,0.014,0.664
13,21,0.418,-7.5,0.895,0.567
13,22,0.415,-7.482,0.369,0.916
13,23,0.412,-7.461,0.95,0.436
13,24,0.408,-7.438,0.157,0.003
13,25,0.406,-7.414,0.361,0.705
13,26,0.404,-7.388,0.272,0.644
13,27,0.402,-7.362,0.672,0.362
13,28,0.401,-7.337,0.868,0.515
13,29,0.4,-7.315,0.884,0.589
13,30,0.4,-7.295,0.202,0.977
13,31,0.401,-7.28,0.412,0.304
13,32,0.402,-7.27,0.227,0.638
13,33,0.404,-7.264,0.749,0.468
13,34,0.406,-7.263,0.203,0.846
13,35,0.41,-7.267,0.242,0.897
13,36,0.413,-7.276,0.058,0.759
13,37,0.417,-7.288,0.444,0.347
13,38,0.42,-7.303,0.104,0.289
13,39,0.423,-7.32,0.374,0.749
13,40,0.426,-7.338,0.771,0.516
13,41,0.429,-7.357,0.28,0.959
13,42,0.431,-7.374,0.742,0.963
13,43,0.433,-7.389,0.067,0.957
13,44,0.435,-7.402,0.308,0.885
13,45,0.439,-7.411,0.731,0.489
13,46,0.443,-7.415,0.527,0.207
13,47,0.449,-7.413,0.285,0.699
13,48,0.457,-7.401,0.818,0.835
13,49,0.468,-7.377,0.853,0.943
13,50,0.483,-7.337,0.442,0.204
13,51,0.506,-7.271,0.762,0.103
13,52,0.541,-7.148,0.184,0.495
13,53,1.094,-7.066,0.162,0.107
