"V1","V2","V3","V4","V5","V6"
4,30,0.554,-33.912,0.127,0.21
4,31,0.616,-33.876,0.609,0.731
4,32,0.683,-33.833,0.884,0.425
4,33,0.757,-33.782,0.267,0.252
4,34,0.838,-33.722,0.522,0.59
4,35,0.929,-33.652,0.832,0.03
4,36,1.03,-33.57,0.195,0.683
4,37,1.144,-33.472,0.126,0.291
4,38,1.272,-33.356,0.559,0.72
4,39,1.418,-33.218,0.349,0.925
4,40,1.585,-33.054,0.858,0.07
4,41,1.776,-32.861,0.467,0.555
4,42,1.995,-32.634,0.76,0.432
4,43,2.246,-32.37,0.882,0.218
4,44,2.531,-32.072,0.29,0.745
4,45,2.854,-31.75,0.352,0.085
4,46,3.208,-31.439,0.708,0.335
4,47,3.581,-31.207,0.089,0.169
4,48,3.941,-31.189,0.935,0.067
4,49,4.229,-31.608,0.091,0.251
4,50,4.42,-32.629,0.657,0.465
4,51,4.563,-34.215,0.341,0.406
4,52,5.003,-35.817,0.476,0.414
4,53,5.225,-36.502,0.808,0.543
5,4,0,-33.832,0.226,0.14
5,5,-0.459,-34.136,0.536,0.058
5,6,-0.355,-34.089,0.994,0.451
5,7,-0.275,-34.026,0.802,0.712
5,8,-0.212,-33.977,0.631,0.788
5,9,-0.159,-33.94,0.059,0.213
5,10,-0.112,-33.912,0.071,0.738
5,11,-0.07,-33.893,0.89,0.419
5,12,-0.031,-33.879,0.846,0.631
5,13,0.007,-33.87,0.944,0.834
5,14,0.044,-33.865,0.794,0.358
5,15,0.081,-33.863,0.249,0.851
5,16,0.117,-33.863,0.207,0.478
5,17,0.154,-33.865,0.038,0.914
5,18,0.192,-33.868,0.677,0.276
5,19,0.23,-33.871,0.711,0.591
5,20,0.268,-33.873,0.003,0.634
5,21,0.308,-33.874,0.929,0.478
5,22,0.349,-33.872,0.544,0.845
5,23,0.392,-33.868,0.776,0.697
5,24,0.437,-33.861,0.852,0.232
5,25,0.485,-33.849,0.436,0.511
5,26,0.537,-33.834,0.838,0.94
5,27,0.592,-33.814,0.178,0.375
5,28,0.652,-33.79,0.327,0.711
5,29,0.717,-33.762,0.249,0.87
5,30,0.788,-33.728,0.343,0.355
5,31,0.865,-33.688,0.243,0.39
5,32,0.95,-33.641,0.535,0.56
5,33,1.043,-33.588,0.698,0.523
5,34,1.146,-33.525,0.493,0.576
5,35,1.26,-33.453,0.376,0.464
5,36,1.387,-33.368,0.958,0.699
5,37,1.528,-33.269,0.351,0.324
5,38,1.687,-33.153,0.345,0.628
5,39,1.866,-33.016,0.988,0.865
5,40,2.068,-32.857,0.169,0.99
5,41,2.297,-32.673,0.078,0.77
5,42,2.555,-32.463,0.11,0.51
5,43,2.844,-32.227,0.171,0.77
5,44,3.165,-31.974,0.687,0.724
5,45,3.511,-31.725,0.989,0.842
5,46,3.867,-31.52,0.039,0.44
5,47,4.199,-31.432,0.43,0.657
5,48,4.451,-31.573,0.603,0.44
5,49,4.571,-32.054,0.334,0.522
5,50,4.59,-32.89,0.362,0.465
5,51,4.56,-33.953,0.597,0.156
5,52,4.639,-34.955,0.468,0.582
5,53,4.48,-35.395,0.664,0.288
6,4,0,-33.77,0.398,0.077
6,5,-0.479,-34.094,0.86,0.722
6,6,-0.362,-34.076,0.878,0.523
6,7,-0.268,-34.034,0.314,0.71
6,8,-0.19,-34,0.105,0.041
6,9,-0.123,-33.973,0.687,0.426
6,10,-0.065,-33.952,0.607,0.2
6,11,-0.013,-33.937,0.481,0.809
6,12,0.037,-33.927,0.799,0.799
6,13,0.084,-33.92,0.306,0.998
6,14,0.13,-33.916,0.274,0.252
6,15,0.175,-33.915,0.808,0.937
6,16,0.22,-33.915,0.139,0.797
6,17,0.266,-33.917,0.326,0.672
6,18,0.311,-33.92,0.129,0.385
6,19,0.357,-33.923,0.082,0.681
6,20,0.403,-33.925,0.403,0.882
6,21,0.45,-33.925,0.193,0.246
6,22,0.498,-33.923,0.689,0.181
6,23,0.548,-33.917,0.139,0.271
6,24,0.6,-33.909,0.695,0.907
6,25,0.656,-33.895,0.849,0.392
6,26,0.715,-33.878,0.392,0.461
6,27,0.78,-33.856,0.455,0.106
6,28,0.849,-33.83,0.101,0.873
6,29,0.925,-33.798,0.994,0.727
6,30,1.008,-33.761,0.507,0.755
6,31,1.098,-33.718,0.533,0.336
6,32,1.197,-33.669,0.353,0.779
6,33,1.305,-33.612,0.605,0.292
6,34,1.424,-33.547,0.182,0.441
6,35,1.555,-33.472,0.861,0.481
6,36,1.7,-33.384,0.323,0.659
6,37,1.861,-33.282,0.178,0.678
6,38,2.039,-33.164,0.112,0.644
6,39,2.238,-33.027,0.54,0.169
6,40,2.46,-32.87,0.172,0.85
6,41,2.707,-32.69,0.006,0.998
6,42,2.979,-32.489,0.761,0.727
6,43,3.274,-32.272,0.645,0.935
6,44,3.586,-32.048,0.556,0.177
6,45,3.902,-31.843,0.022,0.789
6,46,4.195,-31.694,0.951,0.518
6,47,4.427,-31.67,0.862,0.031
6,48,4.548,-31.85,0.296,0.604
6,49,4.576,-32.311,0.069,0.007
6,50,4.559,-33.071,0.08,0.489
6,51,4.511,-34.029,0.657,0.522
6,52,4.565,-34.977,0.348,0.23
6,53,4.505,-35.416,0.609,0.507
7,4,0,-33.804,0.069,0.401
7,5,-0.472,-34.145,0.54,0.368
7,6,-0.349,-34.153,0.263,0.393
7,7,-0.245,-34.131,0.265,0.475
7,8,-0.158,-34.112,0.656,0.123
7,9,-0.083,-34.097,0.469,0.621
7,10,-0.016,-34.084,0.27,0.754
7,11,0.045,-34.075,0.918,0.768
7,12,0.102,-34.069,0.54,0.035
7,13,0.157,-34.065,0.372,0.446
7,14,0.211,-34.063,0.579,0.466
7,15,0.264,-34.063,0.117,0.666
7,16,0.316,-34.065,0.647,0.586
7,17,0.369,-34.068,0.187,0.5
7,18,0.421,-34.072,0.031,0.118
7,19,0.474,-34.076,0.091,0.555
7,20,0.526,-34.08,0.342,0.998
7,21,0.579,-34.081,0.137,0.004
7,22,0.632,-34.079,0.315,0.188
7,23,0.687,-34.073,0.279,0.036
7,24,0.744,-34.064,0.858,0.81
7,25,0.805,-34.049,0.474,0.456
7,26,0.871,-34.03,0.006,0.908
7,27,0.941,-34.006,0.146,0.98
7,28,1.018,-33.977,0.872,0.884
7,29,1.102,-33.943,0.583,0.157
7,30,1.193,-33.903,0.927,0.03
7,31,1.293,-33.857,0.919,0.464
7,32,1.401,-33.806,0.999,0.637
7,33,1.52,-33.747,0.775,0.678
7,34,1.65,-33.679,0.222,0.246
7,35,1.792,-33.601,0.119,0.188
7,36,1.948,-33.512,0.893,0.242
7,37,2.12,-33.41,0.685,0.431
7,38,2.309,-33.292,0.728,0.99
7,39,2.517,-33.157,0.35,0.241
7,40,2.745,-33.005,0.753,0.82
7,41,2.993,-32.833,0.189,0.974
7,42,3.259,-32.647,0.052,0.219
7,43,3.538,-32.45,0.269,0.877
7,44,3.818,-32.256,0.889,0.272
7,45,4.082,-32.086,0.898,0.349
7,46,4.304,-31.98,0.393,0.849
7,47,4.445,-31.994,0.81,0.767
7,48,4.494,-32.191,0.897,0.931
7,49,4.491,-32.633,0.83,0.642
7,50,4.466,-33.344,0.956,0.665
7,51,4.428,-34.228,0.064,0.351
7,52,4.486,-35.1,0.785,0.228
7,53,4.432,-35.507,0.404,0.807
8,4,0,-33.881,0.093,0.898
8,5,-0.447,-34.241,0.916,0.016
8,6,-0.322,-34.274,0.752,0.63
8,7,-0.215,-34.272,0.898,0.081
8,8,-0.123,-34.269,0.568,0.059
8,9,-0.042,-34.266,0.596,0.382
8,10,0.03,-34.262,0.693,0.367
8,11,0.097,-34.26,0.514,0.548
8,12,0.16,-34.258,0.314,0.609
8,13,0.221,-34.258,0.341,0.933
8,14,0.281,-34.259,0.064,0.409
8,15,0.34,-34.262,0.048,0.58
8,16,0.4,-34.266,0.574,0.92
8,17,0.459,-34.271,0.745,0.122
8,18,0.518,-34.278,0.344,0.746
8,19,0.576,-34.285,0.67,0.613
8,20,0.633,-34.291,0.061,0.593
8,21,0.69,-34.294,0.445,0.981
8,22,0.747,-34.295,0.165,0.991
8,23,0.806,-34.291,0.568,0.38
8,24,0.866,-34.281,0.055,0.228
8,25,0.931,-34.267,0.922,0.544
8,26,1,-34.247,0.812,0.484
8,27,1.075,-34.222,0.46,0.904
8,28,1.157,-34.191,0.176,0.17
8,29,1.247,-34.156,0.482,0.135
8,30,1.346,-34.115,0.125,0.602
8,31,1.453,-34.069,0.857,0.987
8,32,1.57,-34.016,0.452,0.711
8,33,1.697,-33.957,0.773,0.165
8,34,1.835,-33.891,0.896,0.205
8,35,1.986,-33.815,0.35,0.043
8,36,2.15,-33.728,0.691,0.422
8,37,2.329,-33.63,0.966,0.286
8,38,2.524,-33.517,0.827,0.369
8,39,2.736,-33.389,0.485,0.327
8,40,2.964,-33.247,0.427,0.538
8,41,3.207,-33.089,0.639,0.558
8,42,3.459,-32.919,0.859,0.339
8,43,3.714,-32.745,0.01,0.756
8,44,3.958,-32.578,0.662,0.186
8,45,4.172,-32.44,0.896,0.486
8,46,4.328,-32.365,0.958,0.049
8,47,4.393,-32.401,0.336,0.511
8,48,4.392,-32.598,0.906,0.387
8,49,4.353,-33.013,0.745,0.529
8,50,4.307,-33.662,0.331,0.312
8,51,4.268,-34.461,0.526,0.399
8,52,4.318,-35.248,0.009,0.947
8,53,4.256,-35.614,0.244,0.069
9,4,0,-33.909,0.401,0.195
9,5,-0.405,-34.29,0.911,0.897
9,6,-0.282,-34.352,0.125,0.35
9,7,-0.176,-34.373,0.403,0.222
9,8,-0.084,-34.388,0.849,0.588
9,9,-0.002,-34.399,0.167,0.298
9,10,0.072,-34.406,0.346,0.422
9,11,0.141,-34.411,0.052,0.359
9,12,0.208,-34.415,0.479,0.868
9,13,0.273,-34.419,0.187,0.252
9,14,0.338,-34.423,0.755,0.618
9,15,0.404,-34.43,0.423,0.614
9,16,0.469,-34.438,0.779,0.273
9,17,0.535,-34.448,0.125,0.747
9,18,0.6,-34.459,0.04,0.958
9,19,0.663,-34.471,0.838,0.973
9,20,0.725,-34.483,0.436,0.54
9,21,0.786,-34.492,0.813,0.57
9,22,0.846,-34.498,0.433,0.811
9,23,0.907,-34.498,0.338,0.148
9,24,0.97,-34.493,0.167,0.634
9,25,1.038,-34.481,0.906,0.693
9,26,1.112,-34.463,0.371,0.151
9,27,1.193,-34.44,0.572,0.775
9,28,1.283,-34.413,0.876,0.113
9,29,1.381,-34.38,0.221,0.535
9,30,1.489,-34.343,0.832,0.49
9,31,1.607,-34.302,0.71,0.397
9,32,1.735,-34.255,0.9,0.252
9,33,1.875,-34.203,0.721,0.853
9,34,2.026,-34.144,0.375,0.323
9,35,2.189,-34.077,0.669,0.989
9,36,2.364,-34,0.82,0.489
9,37,2.553,-33.912,0.325,0.533
9,38,2.756,-33.81,0.896,0.217
9,39,2.972,-33.695,0.834,0.721
9,40,3.199,-33.565,0.329,0.032
9,41,3.434,-33.423,0.828,0.283
9,42,3.671,-33.272,0.894,0.43
9,43,3.897,-33.119,0.75,0.695
9,44,4.096,-32.977,0.36,0.984
9,45,4.245,-32.868,0.751,0.536
9,46,4.315,-32.823,0.859,0.954
9,47,4.3,-32.881,0.943,0.055
9,48,4.233,-33.079,0.387,0.202
9,49,4.135,-33.463,0.576,0.08
9,50,4.045,-34.039,0.588,0.912
9,51,3.988,-34.746,0.241,0.468
9,52,4.024,-35.436,0.743,0.411
9,53,3.954,-35.751,0.465,0.188
10,4,0,-33.606,0.167,0.877
10,5,-0.32,-34.023,0.809,0.594
10,6,-0.201,-34.109,0.266,0.666
10,7,-0.097,-34.151,0.281,0.559
10,8,-0.007,-34.185,0.039,0.655
10,9,0.074,-34.212,0.561,0.523
10,10,0.149,-34.235,0.086,0.206
10,11,0.221,-34.255,0.248,0.895
10,12,0.292,-34.272,0.279,0.793
10,13,0.364,-34.289,0.359,0.277
10,14,0.436,-34.307,0.271,0.631
10,15,0.51,-34.326,0.35,0.01
10,16,0.585,-34.349,0.012,0.601
10,17,0.661,-34.374,0.614,0.833
10,18,0.736,-34.403,0.995,0.336
10,19,0.809,-34.433,0.306,0.805
10,20,0.879,-34.463,0.052,0.114
10,21,0.947,-34.491,0.465,0.711
10,22,1.014,-34.514,0.111,0.631
10,23,1.08,-34.531,0.225,0.406
10,24,1.15,-34.54,0.884,0.776
10,25,1.226,-34.542,0.369,0.434
10,26,1.309,-34.537,0.416,0.086
10,27,1.401,-34.526,0.16,0.997
10,28,1.503,-34.511,0.283,0.578
10,29,1.616,-34.491,0.054,0.273
10,30,1.74,-34.468,0.258,0.492
10,31,1.875,-34.44,0.326,0.537
10,32,2.022,-34.409,0.047,0.421
10,33,2.181,-34.373,0.797,0.444
10,34,2.351,-34.331,0.911,0.991
10,35,2.532,-34.282,0.026,0.389
10,36,2.724,-34.223,0.946,0.45
10,37,2.927,-34.153,0.072,0.668
10,38,3.138,-34.069,0.315,0.697
10,39,3.355,-33.97,0.277,0.197
10,40,3.57,-33.856,0.869,0.276
10,41,3.777,-33.731,0.762,0.817
10,42,3.958,-33.599,0.052,0.214
10,43,4.105,-33.471,0.531,0.371
10,44,4.2,-33.365,0.563,0.29
10,45,4.236,-33.308,0.353,0.04
10,46,4.197,-33.322,0.706,0.792
10,47,4.093,-33.424,0.477,0.813
10,48,3.942,-33.643,0.28,0.67
10,49,3.77,-34.009,0.976,0.71
10,50,3.625,-34.517,0.789,0.385
10,51,3.542,-35.133,0.047,0.828
10,52,3.544,-35.711,0.706,0.362
10,53,3.469,-35.959,0.182,0.498
11,4,0,-33.702,0.141,0.845
11,5,-0.146,-34.243,0.451,0.256
11,6,-0.028,-34.381,0.638,0.574
11,7,0.074,-34.461,0.565,0.892
11,8,0.165,-34.527,0.642,0.097
11,9,0.249,-34.58,0.221,0.4
11,10,0.33,-34.625,0.099,0.904
11,11,0.411,-34.663,0.134,0.57
11,12,0.492,-34.696,0.061,0.25
11,13,0.576,-34.726,0.246,0.873
11,14,0.662,-34.755,0.957,0.133
11,15,0.752,-34.783,0.254,0.412
11,16,0.844,-34.812,0.417,0.782
11,17,0.937,-34.842,0.09,0.621
11,18,1.029,-34.873,0.187,0.214
11,19,1.118,-34.903,0.418,0.487
11,20,1.204,-34.93,0.738,0.346
11,21,1.284,-34.951,0.448,0.593
11,22,1.362,-34.96,0.342,0.778
11,23,1.439,-34.957,0.203,0.927
11,24,1.52,-34.939,0.668,0.92
11,25,1.606,-34.907,0.493,0.268
11,26,1.7,-34.862,0.183,0.443
11,27,1.804,-34.806,0.069,0.217
11,28,1.918,-34.741,0.106,0.7
11,29,2.044,-34.668,0.725,0.171
11,30,2.18,-34.588,0.791,0.67
11,31,2.327,-34.501,0.812,0.54
11,32,2.483,-34.408,0.628,0.173
11,33,2.647,-34.31,0.599,0.152
11,34,2.815,-34.205,0.141,0.169
11,35,2.987,-34.094,0.382,0.45
11,36,3.157,-33.975,0.857,0.392
11,37,3.322,-33.85,0.454,0.945
11,38,3.483,-33.722,0.397,0.814
11,39,3.636,-33.595,0.018,0.776
11,40,3.774,-33.48,0.157,0.007
11,41,3.889,-33.386,0.922,0.032
11,42,3.964,-33.321,0.507,0.283
11,43,3.997,-33.288,0.722,0.03
11,44,3.98,-33.297,0.21,0.176
11,45,3.918,-33.36,0.425,0.218
11,46,3.806,-33.49,0.25,0.88
11,47,3.648,-33.696,0.477,0.609
11,48,3.453,-33.989,0.181,0.364
11,49,3.245,-34.374,0.976,0.973
11,50,3.065,-34.836,0.197,0.037
11,51,2.932,-35.382,0.433,0.53
11,52,2.827,-35.923,0.321,0.473
11,53,2.736,-36.167,0.804,0.372
12,4,0,-33.762,0.754,0.257
12,5,0.094,-34.458,0.14,0.714
12,6,0.209,-34.659,0.164,0.195
12,7,0.306,-34.778,0.048,0.537
12,8,0.393,-34.873,0.654,0.436
12,9,0.476,-34.949,0.564,0.177
12,10,0.558,-35.008,0.038,0.7
12,11,0.64,-35.052,0.153,0.338
12,12,0.724,-35.082,0.283,0.201
12,13,0.811,-35.101,0.664,0.857
12,14,0.899,-35.108,0.327,0.62
12,15,0.99,-35.107,0.916,0.741
12,16,1.083,-35.099,0.495,0.53
12,17,1.175,-35.085,0.229,0.467
12,18,1.265,-35.067,0.329,0.059
12,19,1.35,-35.043,0.993,0.167
12,20,1.427,-35.013,0.205,0.096
12,21,1.498,-34.973,0.621,0.993
12,22,1.563,-34.919,0.802,0.093
12,23,1.628,-34.848,0.21,0.635
12,24,1.699,-34.762,0.84,0.636
12,25,1.78,-34.663,0.311,0.385
12,26,1.871,-34.552,0.012,0.389
12,27,1.969,-34.433,0.656,0.915
12,28,2.075,-34.306,0.119,0.273
12,29,2.186,-34.174,0.978,0.479
12,30,2.305,-34.038,0.752,0.462
12,31,2.428,-33.899,0.36,0.93
12,32,2.554,-33.757,0.906,0.55
12,33,2.681,-33.614,0.194,0.964
12,34,2.805,-33.47,0.164,0.143
12,35,2.923,-33.325,0.764,0.766
12,36,3.029,-33.179,0.672,0.659
12,37,3.12,-33.031,0.18,0.478
12,38,3.197,-32.884,0.469,0.604
12,39,3.261,-32.742,0.683,0.032
12,40,3.308,-32.61,0.865,0.272
12,41,3.334,-32.494,0.522,0.886
12,42,3.334,-32.401,0.328,0.455
12,43,3.308,-32.341,0.779,0.299
12,44,3.255,-32.323,0.878,0.944
12,45,3.174,-32.358,0.659,0.708
12,46,3.065,-32.458,0.666,0.329
12,47,2.933,-32.637,0.593,0.576
12,48,2.786,-32.907,0.779,0.067
12,49,2.638,-33.275,0.12,0.024
12,50,2.509,-33.747,0.514,0.611
12,51,2.412,-34.368,0.877,0.635
12,52,2.39,-35.582,0.177,0.764
12,53,2.188,-36.438,0.077,0.233
13,4,0,-34.389,0.673,0.141
13,5,0.11,-34.941,0.375,0.848
13,6,0.165,-35.109,0.666,0.907
13,7,0.211,-35.172,0.161,0.286
13,8,0.252,-35.195,0.122,0.895
13,9,0.291,-35.191,0.573,0.691
13,10,0.33,-35.166,0.472,0.247
13,11,0.37,-35.123,0.834,0.667
13,12,0.41,-35.066,0.177,0.062
13,13,0.45,-34.996,0.413,0.429
13,14,0.491,-34.916,0.839,0.386
13,15,0.533,-34.831,0.203,0.177
13,16,0.574,-34.742,0.218,0.139
13,17,0.615,-34.654,0.867,0.643
13,18,0.654,-34.569,0.281,0.688
13,19,0.689,-34.488,0.116,0.645
13,20,0.719,-34.405,0.926,0.864
13,21,0.745,-34.316,0.059,0.063
13,22,0.769,-34.211,0.543,0.039
13,23,0.792,-34.084,0.001,0.791
13,24,0.821,-33.936,0.931,0.74
13,25,0.856,-33.773,0.395,0.812
13,26,0.897,-33.6,0.027,0.529
13,27,0.941,-33.42,0.84,0.721
13,28,0.987,-33.232,0.415,0.934
13,29,1.034,-33.036,0.076,0.37
13,30,1.083,-32.833,0.128,0.445
13,31,1.132,-32.625,0.403,0.865
13,32,1.182,-32.412,0.577,0.258
13,33,1.23,-32.195,0.543,0.855
13,34,1.276,-31.975,0.48,0.508
13,35,1.318,-31.752,0.409,0.687
13,36,1.355,-31.524,0.293,0.576
13,37,1.385,-31.289,0.427,0.477
13,38,1.409,-31.045,0.275,0.823
13,39,1.427,-30.795,0.234,0.409
13,40,1.437,-30.545,0.711,0.117
13,41,1.44,-30.301,0.846,0.089
13,42,1.432,-30.069,0.68,0.624
13,43,1.415,-29.857,0.127,0.716
13,44,1.388,-29.672,0.087,0.604
13,45,1.352,-29.524,0.065,0.699
13,46,1.307,-29.42,0.84,0.842
13,47,1.258,-29.369,0.056,0.682
13,48,1.208,-29.374,0.687,0.916
13,49,1.162,-29.431,0.523,0.826
13,50,1.128,-29.527,0.444,0.301
13,51,1.116,-29.619,0.922,0.722
13,52,1.187,-29.617,0.318,0.882
13,53,2.074,-29.577,0.701,0.801
