"V1","V2","V3","V4","V5","V6"
7,20,0.409,-31.023,0.283,0.698
7,21,0.466,-31.015,0.36,0.113
7,22,0.526,-31.008,0.125,0.57
7,23,0.591,-31.002,0.924,0.631
7,24,0.661,-30.997,0.602,0.248
7,25,0.735,-30.993,0.495,0.792
7,26,0.816,-30.99,0.74,0.508
7,27,0.904,-30.988,0.859,0.728
7,28,0.999,-30.988,0.14,0.996
7,29,1.102,-30.989,0.512,0.423
7,30,1.215,-30.992,0.068,0.904
7,31,1.338,-30.997,0.924,0.773
7,32,1.473,-31.005,0.415,0.689
7,33,1.622,-31.014,0.011,0.33
7,34,1.785,-31.024,0.6,0.366
7,35,1.964,-31.036,0.927,0.897
7,36,2.163,-31.047,0.607,0.431
7,37,2.381,-31.058,0.636,0.531
7,38,2.623,-31.066,0.853,0.169
7,39,2.891,-31.071,0.01,0.202
7,40,3.186,-31.069,0.33,0.018
7,41,3.511,-31.06,0.881,0.686
7,42,3.865,-31.043,0.056,0.658
7,43,4.244,-31.021,0.047,0.379
7,44,4.638,-30.998,0.828,0.168
7,45,5.027,-30.988,0.733,0.05
7,46,5.377,-31.019,0.933,0.736
7,47,5.637,-31.138,0.308,0.811
7,48,5.776,-31.409,0.614,0.496
7,49,5.838,-31.921,0.184,0.495
7,50,5.85,-32.732,0.318,0.315
7,51,5.816,-33.814,0.066,0.346
7,52,5.867,-34.952,0.017,0.373
7,53,5.716,-35.491,0.128,0.384
8,4,0,-31.058,0.762,0.784
8,5,-0.499,-31.394,0.776,0.283
8,6,-0.376,-31.423,0.175,0.942
8,7,-0.272,-31.42,0.196,0.129
8,8,-0.184,-31.414,0.675,0.259
8,9,-0.109,-31.409,0.887,0.608
8,10,-0.043,-31.403,0.696,0.919
8,11,0.016,-31.397,0.863,0.199
8,12,0.07,-31.39,0.393,0.03
8,13,0.122,-31.384,0.131,0.001
8,14,0.172,-31.378,0.109,0.532
8,15,0.221,-31.371,0.731,0.354
8,16,0.272,-31.365,0.961,0.746
8,17,0.324,-31.358,0.418,0.378
8,18,0.377,-31.352,0.924,0.356
8,19,0.434,-31.346,0.666,0.56
8,20,0.493,-31.34,0.824,0.135
8,21,0.556,-31.335,0.469,0.228
8,22,0.624,-31.33,0.65,0.397
8,23,0.696,-31.326,0.945,0.235
8,24,0.773,-31.322,0.369,0.526
8,25,0.857,-31.319,0.207,0.421
8,26,0.947,-31.317,0.291,0.743
8,27,1.044,-31.316,0.627,0.4
8,28,1.15,-31.317,0.708,0.208
8,29,1.266,-31.319,0.398,0.381
8,30,1.393,-31.323,0.889,0.547
8,31,1.531,-31.329,0.255,0.021
8,32,1.683,-31.337,0.252,0.031
8,33,1.849,-31.347,0.206,0.123
8,34,2.032,-31.36,0.021,0.212
8,35,2.233,-31.374,0.084,0.162
8,36,2.453,-31.389,0.145,0.052
8,37,2.694,-31.405,0.262,0.883
8,38,2.957,-31.42,0.246,0.243
8,39,3.244,-31.433,0.492,0.748
8,40,3.555,-31.443,0.719,0.573
8,41,3.888,-31.447,0.742,0.243
8,42,4.238,-31.446,0.024,0.462
8,43,4.595,-31.44,0.309,0.63
8,44,4.943,-31.434,0.163,0.613
8,45,5.258,-31.442,0.748,0.426
8,46,5.503,-31.487,0.329,0.947
8,47,5.639,-31.609,0.607,0.783
8,48,5.691,-31.865,0.798,0.667
8,49,5.683,-32.335,0.541,0.16
8,50,5.648,-33.073,0.488,0.575
8,51,5.596,-34.063,0.675,0.699
8,52,5.634,-35.115,0.536,0.582
8,53,5.467,-35.614,0.11,0.778
9,4,0,-31.105,0.484,0.965
9,5,-0.462,-31.47,0.22,0.147
9,6,-0.341,-31.532,0.612,0.301
9,7,-0.238,-31.557,0.153,0.16
9,8,-0.151,-31.574,0.676,0.206
9,9,-0.076,-31.587,0.761,0.986
9,10,-0.01,-31.595,0.624,0.655
9,11,0.049,-31.6,0.649,0.033
9,12,0.105,-31.603,0.372,0.516
9,13,0.158,-31.604,0.717,0.375
9,14,0.21,-31.604,0.071,0.639
9,15,0.263,-31.602,0.623,0.617
9,16,0.316,-31.6,0.63,0.07
9,17,0.371,-31.598,0.091,0.137
9,18,0.428,-31.595,0.358,0.274
9,19,0.489,-31.592,0.718,0.971
9,20,0.553,-31.589,0.054,0.091
9,21,0.621,-31.586,0.389,0.526
9,22,0.694,-31.583,0.353,0.622
9,23,0.772,-31.581,0.794,0.951
9,24,0.857,-31.58,0.629,0.155
9,25,0.947,-31.58,0.047,0.998
9,26,1.046,-31.58,0.726,0.335
9,27,1.154,-31.582,0.952,0.814
9,28,1.271,-31.585,0.465,0.456
9,29,1.399,-31.591,0.691,0.955
9,30,1.54,-31.598,0.459,0.84
9,31,1.695,-31.608,0.659,0.139
9,32,1.865,-31.621,0.343,0.649
9,33,2.052,-31.637,0.678,0.579
9,34,2.257,-31.656,0.003,0.238
9,35,2.481,-31.679,0.587,0.77
9,36,2.726,-31.705,0.431,0.839
9,37,2.992,-31.732,0.112,0.907
9,38,3.28,-31.761,0.595,0.306
9,39,3.587,-31.791,0.097,0.03
9,40,3.913,-31.819,0.477,0.821
9,41,4.251,-31.845,0.524,0.596
9,42,4.59,-31.868,0.659,0.385
9,43,4.915,-31.889,0.195,0.36
9,44,5.202,-31.912,0.726,0.549
9,45,5.421,-31.947,0.359,0.453
9,46,5.537,-32.016,0.255,0.613
9,47,5.557,-32.152,0.473,0.459
9,48,5.506,-32.401,0.934,0.287
9,49,5.409,-32.83,0.828,0.183
9,50,5.306,-33.487,0.831,0.879
9,51,5.222,-34.378,0.506,0.611
9,52,5.237,-35.329,0.415,0.416
9,53,5.056,-35.775,0.661,0.582
10,4,0,-30.782,0.43,0.159
10,5,-0.397,-31.181,0.286,0.057
10,6,-0.279,-31.27,0.33,0.481
10,7,-0.181,-31.316,0.027,0.038
10,8,-0.098,-31.354,0.663,0.388
10,9,-0.026,-31.385,0.153,0.81
10,10,0.038,-31.41,0.483,0.144
10,11,0.097,-31.431,0.141,0.27
10,12,0.152,-31.449,0.113,0.811
10,13,0.207,-31.463,0.615,0.666
10,14,0.261,-31.476,0.82,0.862
10,15,0.316,-31.488,0.831,0.649
10,16,0.373,-31.499,0.822,0.137
10,17,0.432,-31.51,0.471,0.915
10,18,0.495,-31.521,0.73,0.1
10,19,0.561,-31.531,0.73,0.633
10,20,0.632,-31.543,0.8,0.774
10,21,0.707,-31.555,0.845,0.576
10,22,0.788,-31.568,0.058,0.251
10,23,0.876,-31.582,0.645,0.55
10,24,0.97,-31.598,0.555,0.636
10,25,1.073,-31.615,0.507,0.031
10,26,1.184,-31.633,0.458,0.597
10,27,1.306,-31.652,0.779,0.732
10,28,1.44,-31.674,0.77,0.777
10,29,1.586,-31.697,0.169,0.487
10,30,1.747,-31.723,0.72,0.695
10,31,1.924,-31.752,0.41,0.27
10,32,2.119,-31.784,0.796,0.743
10,33,2.332,-31.819,0.374,0.386
10,34,2.566,-31.859,0.255,0.779
10,35,2.82,-31.903,0.99,0.927
10,36,3.095,-31.95,0.611,0.653
10,37,3.391,-32.001,0.584,0.204
10,38,3.706,-32.054,0.225,0.897
10,39,4.035,-32.11,0.822,0.53
10,40,4.371,-32.166,0.738,0.027
10,41,4.698,-32.223,0.494,0.434
10,42,4.996,-32.282,0.446,0.226
10,43,5.237,-32.345,0.011,0.261
10,44,5.404,-32.414,0.319,0.988
10,45,5.479,-32.5,0.866,0.514
10,46,5.445,-32.615,0.523,0.53
10,47,5.334,-32.782,0.768,0.918
10,48,5.16,-33.041,0.412,0.721
10,49,4.949,-33.443,0.035,0.992
10,50,4.757,-34.025,0.214,0.148
10,51,4.623,-34.818,0.404,0.09
10,52,4.587,-35.655,0.565,0.019
10,53,4.396,-36.036,0.727,0.245
11,4,0,-30.508,0.991,0.35
11,5,-0.275,-30.964,0.443,0.495
11,6,-0.161,-31.083,0.96,0.904
11,7,-0.067,-31.156,0.418,0.731
11,8,0.011,-31.218,0.267,0.483
11,9,0.08,-31.27,0.682,0.95
11,10,0.143,-31.315,0.332,0.552
11,11,0.203,-31.354,0.244,0.561
11,12,0.262,-31.388,0.206,0.467
11,13,0.32,-31.42,0.015,0.539
11,14,0.38,-31.451,0.855,0.747
11,15,0.443,-31.48,0.175,0.608
11,16,0.508,-31.509,0.468,0.867
11,17,0.577,-31.538,0.255,0.848
11,18,0.651,-31.568,0.154,0.457
11,19,0.729,-31.598,0.008,0.198
11,20,0.813,-31.63,0.469,0.294
11,21,0.904,-31.662,0.529,0.536
11,22,1.001,-31.695,0.155,0.427
11,23,1.107,-31.729,0.42,0.943
11,24,1.221,-31.764,0.696,0.639
11,25,1.344,-31.8,0.273,0.426
11,26,1.478,-31.835,0.391,0.351
11,27,1.624,-31.87,0.599,0.423
11,28,1.783,-31.905,0.881,0.818
11,29,1.956,-31.938,0.848,0.154
11,30,2.143,-31.969,0.227,0.753
11,31,2.346,-31.998,0.926,0.431
11,32,2.564,-32.025,0.562,0.879
11,33,2.799,-32.049,0.399,0.284
11,34,3.049,-32.071,0.712,0.726
11,35,3.312,-32.091,0.041,0.431
11,36,3.584,-32.109,0.338,0.315
11,37,3.861,-32.124,0.295,0.944
11,38,4.14,-32.14,0.853,0.294
11,39,4.416,-32.161,0.68,0.938
11,40,4.68,-32.194,0.265,0.493
11,41,4.918,-32.247,0.739,0.277
11,42,5.108,-32.326,0.546,0.349
11,43,5.223,-32.433,0.561,0.571
11,44,5.252,-32.568,0.686,0.991
11,45,5.189,-32.73,0.761,0.388
11,46,5.042,-32.923,0.76,0.705
11,47,4.837,-33.164,0.091,0.345
11,48,4.581,-33.476,0.438,0.41
11,49,4.294,-33.881,0.076,0.187
11,50,4.021,-34.401,0.855,0.868
11,51,3.793,-35.113,0.67,0.73
11,52,3.594,-35.923,0.879,0.954
11,53,3.363,-36.313,0.115,0.489
12,4,0,-30.73,0.948,0.133
12,5,-0.065,-31.225,0.648,0.487
12,6,0.043,-31.367,0.299,0.718
12,7,0.13,-31.449,0.232,0.476
12,8,0.203,-31.511,0.893,0.559
12,9,0.269,-31.558,0.917,0.514
12,10,0.332,-31.596,0.545,0.304
12,11,0.393,-31.626,0.651,0.027
12,12,0.455,-31.653,0.11,0.189
12,13,0.519,-31.676,0.499,0.318
12,14,0.584,-31.697,0.558,0.982
12,15,0.653,-31.718,0.046,0.115
12,16,0.725,-31.74,0.991,0.103
12,17,0.801,-31.761,0.593,0.951
12,18,0.882,-31.784,0.834,0.941
12,19,0.968,-31.808,0.557,0.649
12,20,1.059,-31.832,0.141,0.084
12,21,1.157,-31.857,0.483,0.332
12,22,1.261,-31.881,0.73,0.989
12,23,1.373,-31.903,0.078,0.724
12,24,1.492,-31.923,0.952,0.268
12,25,1.621,-31.939,0.469,0.89
12,26,1.758,-31.949,0.218,0.687
12,27,1.905,-31.953,0.105,0.04
12,28,2.062,-31.95,0.022,0.772
12,29,2.228,-31.938,0.619,0.097
12,30,2.405,-31.916,0.21,0.859
12,31,2.591,-31.884,0.247,0.159
12,32,2.785,-31.842,0.223,0.312
12,33,2.987,-31.795,0.559,0.907
12,34,3.194,-31.744,0.412,0.467
12,35,3.402,-31.692,0.009,0.599
12,36,3.607,-31.638,0.643,0.234
12,37,3.804,-31.584,0.038,0.406
12,38,3.987,-31.533,0.428,0.408
12,39,4.156,-31.487,0.352,0.211
12,40,4.303,-31.452,0.007,0.238
12,41,4.42,-31.438,0.315,0.395
12,42,4.501,-31.454,0.163,0.162
12,43,4.532,-31.505,0.873,0.207
12,44,4.499,-31.587,0.554,0.393
12,45,4.39,-31.683,0.364,0.947
12,46,4.236,-31.79,0.735,0.372
12,47,4.058,-31.947,0.25,0.847
12,48,3.857,-32.195,0.009,0.91
12,49,3.637,-32.57,0.59,0.049
12,50,3.41,-33.109,0.872,0.901
12,51,3.189,-33.942,0.089,0.966
12,52,3.053,-35.722,0.109,0.129
12,53,2.595,-36.987,0.412,0.251
13,4,0,-32.254,0.416,0.951
13,5,0.033,-32.668,0.691,0.749
13,6,0.085,-32.825,0.629,0.992
13,7,0.126,-32.895,0.513,0.16
13,8,0.161,-32.929,0.885,0.772
13,9,0.193,-32.94,0.717,0.954
13,10,0.224,-32.934,0.918,0.878
13,11,0.255,-32.915,0.914,0.79
13,12,0.287,-32.885,0.752,0.058
13,13,0.319,-32.846,0.013,0.265
13,14,0.353,-32.8,0.44,0.856
13,15,0.387,-32.747,0.409,0.454
13,16,0.424,-32.689,0.253,0.007
13,17,0.462,-32.625,0.093,0.542
13,18,0.503,-32.556,0.741,0.539
13,19,0.545,-32.483,0.778,0.789
13,20,0.59,-32.404,0.048,0.655
13,21,0.637,-32.321,0.253,0.433
13,22,0.688,-32.232,0.177,0.251
13,23,0.741,-32.138,0.093,0.275
13,24,0.797,-32.037,0.454,0.709
13,25,0.857,-31.93,0.041,0.416
13,26,0.92,-31.816,0.876,0.311
13,27,0.987,-31.695,0.342,0.134
13,28,1.056,-31.565,0.16,0.041
13,29,1.129,-31.428,0.759,0.521
13,30,1.205,-31.282,0.029,0.082
13,31,1.283,-31.127,0.06,0.22
13,32,1.364,-30.965,0.108,0.917
13,33,1.445,-30.794,0.744,0.423
13,34,1.526,-30.616,0.69,0.151
13,35,1.607,-30.432,0.437,0.821
13,36,1.686,-30.24,0.059,0.22
13,37,1.761,-30.043,0.127,0.653
13,38,1.831,-29.84,0.133,0.417
13,39,1.893,-29.634,0.512,0.91
13,40,1.944,-29.428,0.752,0.738
13,41,1.98,-29.228,0.941,0.623
13,42,2.002,-29.043,0.591,0.11
13,43,2.006,-28.885,0.66,0.479
13,44,1.985,-28.754,0.74,0.151
13,45,1.933,-28.596,0.594,0.299
13,46,1.871,-28.389,0.705,0.634
13,47,1.808,-28.185,0.296,0.199
13,48,1.743,-28.019,0.817,0.254
13,49,1.674,-27.907,0.551,0.984
13,50,1.599,-27.857,0.504,0.128
13,51,1.525,-27.845,0.895,0.687
13,52,1.551,-27.683,0.382,0.795
13,53,2.452,-27.523,0.899,0.445
