"V1","V2","V3","V4","V5","V6"
5,23,0.006,-15.489,0.43,0.613
5,24,0.031,-15.508,0.631,0.249
5,25,0.058,-15.532,0.807,0.782
5,26,0.087,-15.562,0.886,0.652
5,27,0.118,-15.6,0.882,0.809
5,28,0.153,-15.645,0.648,0.903
5,29,0.191,-15.701,0.063,0.946
5,30,0.233,-15.767,0.035,0.207
5,31,0.281,-15.847,0.893,0.567
5,32,0.335,-15.942,0.615,0.545
5,33,0.396,-16.056,0.852,0.041
5,34,0.468,-16.192,0.927,0.469
5,35,0.55,-16.354,0.299,0.758
5,36,0.645,-16.546,0.574,0.597
5,37,0.756,-16.775,0.633,0.804
5,38,0.885,-17.046,0.937,0.795
5,39,1.036,-17.368,0.596,0.766
5,40,1.212,-17.749,0.106,0.96
5,41,1.419,-18.197,0.848,0.796
5,42,1.659,-18.723,0.048,0.152
5,43,1.938,-19.334,0.836,0.582
5,44,2.259,-20.039,0.871,0.659
5,45,2.622,-20.841,0.08,0.477
5,46,3.02,-21.735,0.795,0.07
5,47,3.436,-22.709,0.966,0.822
5,48,3.835,-23.737,0.059,0.389
5,49,4.165,-24.774,0.247,0.926
5,50,4.36,-25.713,0.793,0.131
5,51,4.297,-26.349,0.679,0.641
5,52,4.014,-26.177,0.884,0.522
5,53,2.906,-25.793,0.811,0.488
6,4,0,-16.347,0.4,0.047
6,5,-0.677,-16.446,0.751,0.716
6,6,-0.568,-16.407,0.46,0.385
6,7,-0.479,-16.361,0.059,0.273
6,8,-0.409,-16.323,0.436,0.894
6,9,-0.353,-16.292,0.442,0.39
6,10,-0.308,-16.268,0.075,0.449
6,11,-0.27,-16.25,0.549,0.159
6,12,-0.238,-16.237,0.056,0.235
6,13,-0.209,-16.229,0.876,0.15
6,14,-0.183,-16.225,0.07,0.355
6,15,-0.159,-16.226,0.521,0.793
6,16,-0.136,-16.23,0.643,0.226
6,17,-0.113,-16.238,0.302,0.232
6,18,-0.091,-16.25,0.372,0.329
6,19,-0.068,-16.266,0.911,0.292
6,20,-0.044,-16.286,0.272,0.133
6,21,-0.02,-16.311,0.982,0.658
6,22,0.006,-16.34,0.528,0.641
6,23,0.032,-16.373,0.246,0.339
6,24,0.06,-16.411,0.476,0.725
6,25,0.09,-16.455,0.559,0.854
6,26,0.122,-16.506,0.568,0.676
6,27,0.156,-16.565,0.24,0.427
6,28,0.195,-16.632,0.058,0.057
6,29,0.237,-16.709,0.793,0.341
6,30,0.284,-16.797,0.719,0.294
6,31,0.337,-16.899,0.097,0.243
6,32,0.397,-17.016,0.496,0.484
6,33,0.465,-17.152,0.461,0.228
6,34,0.544,-17.308,0.585,0.779
6,35,0.634,-17.489,0.384,0.201
6,36,0.738,-17.698,0.195,0.429
6,37,0.858,-17.94,0.724,0.871
6,38,0.996,-18.219,0.724,0.183
6,39,1.154,-18.542,0.409,0.157
6,40,1.337,-18.914,0.844,0.718
6,41,1.546,-19.339,0.526,0.428
6,42,1.783,-19.823,0.749,0.543
6,43,2.051,-20.369,0.753,0.14
6,44,2.347,-20.977,0.841,0.659
6,45,2.668,-21.64,0.839,0.132
6,46,3.003,-22.347,0.843,0.96
6,47,3.331,-23.08,0.832,0.898
6,48,3.619,-23.816,0.374,0.925
6,49,3.827,-24.535,0.973,0.131
6,50,3.914,-25.186,0.227,0.954
6,51,3.82,-25.685,0.482,0.666
6,52,3.769,-26.043,0.779,0.529
6,53,3.754,-26.2,0.593,0.574
7,4,0,-16.733,0.635,0.55
7,5,-0.698,-16.869,0.91,0.13
7,6,-0.586,-16.865,0.269,0.515
7,7,-0.493,-16.85,0.466,0.167
7,8,-0.418,-16.838,0.69,0.866
7,9,-0.357,-16.829,0.37,0.205
7,10,-0.307,-16.824,0.674,0.064
7,11,-0.265,-16.823,0.824,0.647
7,12,-0.229,-16.825,0.952,0.284
7,13,-0.197,-16.83,0.89,0.189
7,14,-0.168,-16.839,0.327,0.968
7,15,-0.142,-16.85,0.715,0.494
7,16,-0.116,-16.865,0.929,0.019
7,17,-0.091,-16.883,0.493,0.655
7,18,-0.066,-16.904,0.817,0.769
7,19,-0.041,-16.928,0.621,0.117
7,20,-0.016,-16.956,0.821,0.825
7,21,0.01,-16.987,0.015,0.493
7,22,0.037,-17.022,0.204,0.191
7,23,0.065,-17.06,0.632,0.388
7,24,0.095,-17.103,0.913,0.539
7,25,0.127,-17.151,0.913,0.385
7,26,0.16,-17.204,0.793,0.352
7,27,0.197,-17.264,0.752,0.069
7,28,0.237,-17.33,0.721,0.81
7,29,0.281,-17.405,0.613,0.412
7,30,0.33,-17.489,0.535,0.597
7,31,0.385,-17.585,0.947,0.854
7,32,0.448,-17.693,0.479,0.753
7,33,0.518,-17.815,0.573,0.593
7,34,0.599,-17.955,0.577,0.999
7,35,0.691,-18.115,0.858,0.574
7,36,0.796,-18.3,0.684,0.745
7,37,0.916,-18.512,0.129,0.686
7,38,1.052,-18.757,0.303,0.937
7,39,1.208,-19.039,0.739,0.412
7,40,1.384,-19.364,0.064,0.195
7,41,1.582,-19.736,0.015,0.843
7,42,1.803,-20.161,0.56,0.158
7,43,2.047,-20.64,0.1,0.402
7,44,2.311,-21.175,0.77,0.908
7,45,2.592,-21.762,0.639,0.026
7,46,2.88,-22.392,0.812,0.761
7,47,3.159,-23.054,0.875,0.561
7,48,3.409,-23.739,0.236,0.062
7,49,3.604,-24.439,0.38,0.758
7,50,3.721,-25.106,0.185,0.006
7,51,3.707,-25.642,0.904,0.557
7,52,3.757,-26.06,0.373,0.28
7,53,3.772,-26.256,0.155,0.514
8,4,0,-16.989,0.783,0.956
8,5,-0.69,-17.153,0.517,0.987
8,6,-0.578,-17.178,0.65,0.021
8,7,-0.484,-17.187,0.177,0.578
8,8,-0.407,-17.195,0.286,0.59
8,9,-0.345,-17.202,0.489,0.798
8,10,-0.293,-17.21,0.246,0.138
8,11,-0.249,-17.219,0.684,0.018
8,12,-0.211,-17.228,0.988,0.052
8,13,-0.178,-17.239,0.948,0.054
8,14,-0.148,-17.251,0.837,0.6
8,15,-0.12,-17.265,0.853,0.219
8,16,-0.093,-17.28,0.269,0.894
8,17,-0.067,-17.298,0.8,0.71
8,18,-0.04,-17.318,0.315,0.367
8,19,-0.014,-17.34,0.003,0.923
8,20,0.012,-17.365,0.157,0.049
8,21,0.039,-17.393,0.469,0.043
8,22,0.067,-17.423,0.702,0.421
8,23,0.096,-17.457,0.667,0.334
8,24,0.126,-17.494,0.839,0.215
8,25,0.158,-17.536,0.406,0.624
8,26,0.192,-17.582,0.742,0.686
8,27,0.229,-17.633,0.567,0.41
8,28,0.269,-17.691,0.292,0.582
8,29,0.313,-17.756,0.279,0.256
8,30,0.362,-17.829,0.529,0.629
8,31,0.418,-17.913,0.433,0.79
8,32,0.48,-18.008,0.246,0.19
8,33,0.551,-18.118,0.491,0.417
8,34,0.632,-18.244,0.568,0.984
8,35,0.725,-18.39,0.788,0.5
8,36,0.829,-18.559,0.579,0.033
8,37,0.949,-18.756,0.358,0.886
8,38,1.084,-18.984,0.849,0.253
8,39,1.238,-19.251,0.552,0.598
8,40,1.41,-19.56,0.059,0.647
8,41,1.603,-19.917,0.421,0.692
8,42,1.816,-20.327,0.698,0.508
8,43,2.05,-20.794,0.695,0.647
8,44,2.301,-21.317,0.678,0.068
8,45,2.564,-21.893,0.482,0.462
8,46,2.83,-22.511,0.308,0.211
8,47,3.087,-23.161,0.446,0.196
8,48,3.318,-23.829,0.129,0.282
8,49,3.507,-24.509,0.13,0.153
8,50,3.64,-25.154,0.899,0.508
8,51,3.667,-25.663,0.473,0.285
8,52,3.742,-26.081,0.153,0.889
8,53,3.748,-26.292,0.156,0.027
9,4,0,-17.126,0.161,0.209
9,5,-0.656,-17.316,0.007,0.806
9,6,-0.546,-17.365,0.915,0.586
9,7,-0.455,-17.394,0.591,0.725
9,8,-0.38,-17.418,0.289,0.041
9,9,-0.319,-17.438,0.905,0.976
9,10,-0.269,-17.455,0.169,0.409
9,11,-0.226,-17.469,0.191,0.184
9,12,-0.189,-17.482,0.31,0.844
9,13,-0.155,-17.495,0.864,0.289
9,14,-0.125,-17.507,0.55,0.503
9,15,-0.096,-17.52,0.484,0.863
9,16,-0.069,-17.534,0.61,0.364
9,17,-0.042,-17.549,0.614,0.92
9,18,-0.015,-17.566,0.889,0.551
9,19,0.012,-17.586,0.91,0.176
9,20,0.04,-17.609,0.684,0.036
9,21,0.067,-17.634,0.935,0.405
9,22,0.096,-17.663,0.232,0.319
9,23,0.125,-17.696,0.302,0.386
9,24,0.155,-17.732,0.959,0.17
9,25,0.187,-17.774,0.612,0.714
9,26,0.221,-17.821,0.602,0.372
9,27,0.258,-17.875,0.095,0.069
9,28,0.298,-17.935,0.911,0.038
9,29,0.343,-18.003,0.067,0.667
9,30,0.392,-18.08,0.602,0.418
9,31,0.448,-18.168,0.485,0.506
9,32,0.511,-18.269,0.404,0.319
9,33,0.583,-18.383,0.141,0.751
9,34,0.665,-18.515,0.747,0.586
9,35,0.758,-18.667,0.613,0.503
9,36,0.864,-18.843,0.751,0.935
9,37,0.984,-19.046,0.086,0.95
9,38,1.12,-19.282,0.356,0.056
9,39,1.275,-19.556,0.154,0.935
9,40,1.448,-19.874,0.573,0.189
9,41,1.642,-20.24,0.27,0.234
9,42,1.856,-20.659,0.945,0.296
9,43,2.088,-21.134,0.009,0.909
9,44,2.336,-21.663,0.777,0.854
9,45,2.591,-22.239,0.4,0.602
9,46,2.844,-22.85,0.664,0.709
9,47,3.081,-23.481,0.318,0.794
9,48,3.284,-24.116,0.995,0.964
9,49,3.442,-24.749,0.548,0.537
9,50,3.551,-25.339,0.752,0.745
9,51,3.577,-25.798,0.709,0.528
9,52,3.655,-26.189,0.312,0.785
9,53,3.645,-26.395,0.359,0.99
10,4,0,-17.224,0.879,0.632
10,5,-0.597,-17.439,0.509,0.751
10,6,-0.491,-17.515,0.414,0.009
10,7,-0.406,-17.566,0.724,0.313
10,8,-0.338,-17.607,0.829,0.587
10,9,-0.282,-17.641,0.42,0.638
10,10,-0.236,-17.668,0.423,0.005
10,11,-0.196,-17.691,0.581,0.865
10,12,-0.161,-17.71,0.127,0.721
10,13,-0.129,-17.726,0.097,0.216
10,14,-0.1,-17.741,0.906,0.965
10,15,-0.071,-17.755,0.076,0.857
10,16,-0.043,-17.769,0.103,0.642
10,17,-0.016,-17.785,0.744,0.983
10,18,0.012,-17.801,0.436,0.676
10,19,0.04,-17.82,0.923,0.893
10,20,0.068,-17.843,0.118,0.338
10,21,0.098,-17.869,0.56,0.606
10,22,0.127,-17.898,0.663,0.766
10,23,0.158,-17.933,0.374,0.026
10,24,0.189,-17.973,0.411,0.004
10,25,0.222,-18.019,0.796,0.988
10,26,0.256,-18.071,0.937,0.754
10,27,0.293,-18.131,0.852,0.157
10,28,0.333,-18.198,0.414,0.021
10,29,0.377,-18.274,0.373,0.542
10,30,0.426,-18.359,0.218,0.32
10,31,0.481,-18.455,0.352,0.201
10,32,0.543,-18.564,0.445,0.311
10,33,0.613,-18.687,0.985,0.994
10,34,0.693,-18.827,0.697,0.387
10,35,0.784,-18.986,0.099,0.769
10,36,0.887,-19.17,0.958,0.891
10,37,1.005,-19.38,0.899,0.182
10,38,1.139,-19.625,0.498,0.095
10,39,1.29,-19.908,0.143,0.616
10,40,1.461,-20.236,0.863,0.884
10,41,1.652,-20.616,0.857,0.884
10,42,1.864,-21.053,0.87,0.684
10,43,2.096,-21.551,0.033,0.961
10,44,2.342,-22.111,0.483,0.592
10,45,2.596,-22.726,0.784,0.608
10,46,2.844,-23.384,0.016,0.629
10,47,3.069,-24.069,0.6,0.778
10,48,3.243,-24.758,0.684,0.042
10,49,3.348,-25.433,0.569,0.888
10,50,3.372,-26.037,0.332,0.018
10,51,3.3,-26.498,0.23,0.143
10,52,3.305,-26.765,0.367,0.994
10,53,3.305,-26.842,0.823,0.462
11,4,0,-17.293,0.058,0.975
11,5,-0.51,-17.53,0.738,0.214
11,6,-0.413,-17.631,0.585,0.686
11,7,-0.338,-17.698,0.631,0.635
11,8,-0.28,-17.752,0.633,0.952
11,9,-0.232,-17.794,0.61,0.67
11,10,-0.192,-17.827,0.146,0.827
11,11,-0.157,-17.853,0.535,0.816
11,12,-0.126,-17.874,0.457,0.914
11,13,-0.097,-17.89,0.074,0.082
11,14,-0.069,-17.903,0.39,0.819
11,15,-0.042,-17.914,0.252,0.229
11,16,-0.014,-17.924,0.817,0.539
11,17,0.013,-17.934,0.234,0.132
11,18,0.042,-17.943,0.324,0.2
11,19,0.07,-17.954,0.348,0.228
11,20,0.1,-17.967,0.809,0.176
11,21,0.13,-17.981,0.957,0.163
11,22,0.161,-17.999,0.67,0.284
11,23,0.193,-18.02,0.97,0.776
11,24,0.226,-18.045,0.849,0.142
11,25,0.259,-18.075,0.532,0.552
11,26,0.294,-18.109,0.906,0.636
11,27,0.332,-18.149,0.022,0.066
11,28,0.371,-18.196,0.239,0.949
11,29,0.414,-18.25,0.702,0.454
11,30,0.461,-18.314,0.156,0.968
11,31,0.514,-18.387,0.989,0.2
11,32,0.573,-18.473,0.45,0.022
11,33,0.639,-18.572,0.019,0.6
11,34,0.715,-18.688,0.071,0.361
11,35,0.801,-18.824,0.195,0.909
11,36,0.9,-18.984,0.414,0.646
11,37,1.013,-19.173,0.128,0.335
11,38,1.142,-19.396,0.048,0.436
11,39,1.29,-19.662,0.393,0.398
11,40,1.458,-19.977,0.891,0.076
11,41,1.65,-20.353,0.68,0.239
11,42,1.866,-20.797,0.14,0.175
11,43,2.107,-21.318,0.794,0.019
11,44,2.369,-21.923,0.142,0.763
11,45,2.646,-22.612,0.468,0.712
11,46,2.923,-23.379,0.791,0.828
11,47,3.171,-24.211,0.11,0.405
11,48,3.349,-25.084,0.637,0.781
11,49,3.396,-25.964,0.699,0.732
11,50,3.247,-26.762,0.467,0.192
11,51,2.822,-27.376,0.828,0.096
11,52,2.319,-27.503,0.452,0.19
11,53,1.748,-27.378,0.037,0.354
12,4,0,-17.489,0.267,0.015
12,5,-0.392,-17.755,0.366,0.597
12,6,-0.313,-17.883,0.031,0.046
12,7,-0.254,-17.965,0.589,0.093
12,8,-0.209,-18.025,0.613,0.893
12,9,-0.172,-18.069,0.97,0.382
12,10,-0.139,-18.1,0.999,0.934
12,11,-0.11,-18.122,0.11,0.851
12,12,-0.082,-18.136,0.333,0.074
12,13,-0.056,-18.145,0.643,0.32
12,14,-0.03,-18.149,0.614,0.748
12,15,-0.004,-18.149,0.974,0.185
12,16,0.022,-18.147,0.943,0.404
12,17,0.049,-18.141,0.063,0.382
12,18,0.076,-18.132,0.904,0.496
12,19,0.105,-18.121,0.428,0.589
12,20,0.134,-18.109,0.197,0.434
12,21,0.164,-18.096,0.062,0.424
12,22,0.194,-18.082,0.111,0.63
12,23,0.225,-18.068,0.348,0.735
12,24,0.258,-18.055,0.921,0.378
12,25,0.291,-18.044,0.987,0.291
12,26,0.325,-18.035,0.212,0.698
12,27,0.361,-18.03,0.203,0.718
12,28,0.399,-18.028,0.917,0.968
12,29,0.441,-18.033,0.984,0.094
12,30,0.486,-18.043,0.83,0.934
12,31,0.536,-18.062,0.297,0.557
12,32,0.593,-18.089,0.668,0.394
12,33,0.657,-18.128,0.134,0.686
12,34,0.73,-18.179,0.573,0.712
12,35,0.814,-18.245,0.653,0.428
12,36,0.91,-18.329,0.204,0.15
12,37,1.022,-18.435,0.68,0.978
12,38,1.151,-18.567,0.333,0.536
12,39,1.301,-18.732,0.004,0.168
12,40,1.475,-18.936,0.023,0.28
12,41,1.678,-19.187,0.167,0.136
12,42,1.913,-19.492,0.372,0.888
12,43,2.183,-19.86,0.859,0.229
12,44,2.491,-20.296,0.754,0.126
12,45,2.834,-20.803,0.988,0.792
12,46,3.199,-21.383,0.324,0.615
12,47,3.563,-22.037,0.484,0.935
12,48,3.882,-22.77,0.439,0.406
12,49,4.084,-23.611,0.276,0.932
12,50,4.134,-24.614,0.83,0.608
12,51,3.966,-25.989,0.33,0.123
12,52,3.665,-29.743,0.203,0.559
12,53,2.43,-32.67,0.545,0.166
13,4,0,-17.902,0.562,0.129
13,5,-0.163,-18.23,0.477,0.159
13,6,-0.129,-18.417,0.537,0.95
13,7,-0.104,-18.536,0.592,0.65
13,8,-0.086,-18.623,0.889,0.296
13,9,-0.07,-18.688,0.947,0.11
13,10,-0.055,-18.737,0.326,0.803
13,11,-0.042,-18.772,0.696,0.418
13,12,-0.029,-18.797,0.93,0.346
13,13,-0.017,-18.812,0.178,0.094
13,14,-0.004,-18.819,0.473,0.398
13,15,0.009,-18.818,0.075,0.591
13,16,0.021,-18.81,0.279,0.76
13,17,0.034,-18.797,0.498,0.613
13,18,0.048,-18.779,0.781,0.083
13,19,0.062,-18.756,0.189,0.483
13,20,0.076,-18.73,0.977,0.131
13,21,0.09,-18.699,0.758,0.369
13,22,0.105,-18.665,0.781,0.182
13,23,0.12,-18.627,0.381,0.874
13,24,0.135,-18.587,0.96,0.17
13,25,0.151,-18.545,0.707,0.308
13,26,0.168,-18.5,0.311,0.48
13,27,0.185,-18.455,0.931,0.069
13,28,0.204,-18.409,0.862,0.984
13,29,0.224,-18.363,0.2,0.498
13,30,0.246,-18.319,0.531,0.111
13,31,0.271,-18.278,0.445,0.299
13,32,0.299,-18.239,0.37,0.752
13,33,0.33,-18.204,0.886,0.942
13,34,0.367,-18.175,0.843,0.891
13,35,0.409,-18.151,0.598,0.245
13,36,0.457,-18.134,0.496,0.585
13,37,0.513,-18.124,0.526,0.921
13,38,0.578,-18.122,0.199,0.397
13,39,0.654,-18.13,0.781,0.855
13,40,0.744,-18.147,0.105,0.376
13,41,0.849,-18.173,0.408,0.786
13,42,0.973,-18.206,0.252,0.231
13,43,1.118,-18.242,0.641,0.464
13,44,1.286,-18.275,0.817,0.401
13,45,1.479,-18.295,0.313,0.178
13,46,1.693,-18.29,0.231,0.046
13,47,1.92,-18.247,0.137,0.295
13,48,2.142,-18.142,0.267,0.974
13,49,2.332,-17.811,0.915,0.844
13,50,2.513,-16.925,0.683,0.604
13,51,2.69,-15.263,0.285,0.389
13,52,2.859,-13.466,0.527,0.852
13,53,4.408,-12.705,0.491,0.01
