"V1","V2","V3","V4","V5","V6"
4,53,0.445,-2.708,0.851,0.514
5,4,0,-3.383,0.532,0.943
5,5,0.211,-3.465,0.519,0.708
5,6,0.301,-3.396,0.314,0.395
5,7,0.372,-3.332,0.495,0.229
5,8,0.423,-3.28,0.671,0.23
5,9,0.46,-3.238,0.71,0.923
5,10,0.487,-3.206,0.218,0.248
5,11,0.507,-3.181,0.553,0.08
5,12,0.522,-3.162,0.29,0.315
5,13,0.533,-3.147,0.443,0.331
5,14,0.541,-3.135,0.08,0.321
5,15,0.547,-3.126,0.671,0.276
5,16,0.552,-3.119,0.346,0.987
5,17,0.555,-3.113,0.127,0.856
5,18,0.558,-3.108,0.851,0.404
5,19,0.56,-3.104,0.742,0.881
5,20,0.561,-3.1,0.562,0.597
5,21,0.562,-3.097,0.535,0.037
5,22,0.563,-3.094,0.546,0.953
5,23,0.564,-3.091,0.729,0.601
5,24,0.564,-3.088,0.598,0.873
5,25,0.564,-3.086,0.454,0.54
5,26,0.564,-3.083,0.891,0.006
5,27,0.564,-3.081,0.11,0.373
5,28,0.564,-3.079,0.934,0.125
5,29,0.563,-3.076,0.324,0.396
5,30,0.563,-3.074,0.1,0.293
5,31,0.562,-3.071,0.43,0.526
5,32,0.561,-3.069,0.099,0.072
5,33,0.56,-3.066,0.226,0.911
5,34,0.558,-3.063,0.803,0.091
5,35,0.556,-3.059,0.596,0.701
5,36,0.553,-3.053,0.505,0.877
5,37,0.549,-3.046,0.609,0.497
5,38,0.545,-3.037,0.629,0.415
5,39,0.538,-3.026,0.554,0.042
5,40,0.531,-3.011,0.544,0.873
5,41,0.521,-2.992,0.687,0.2
5,42,0.508,-2.968,0.369,0.937
5,43,0.493,-2.937,0.541,0.497
5,44,0.473,-2.898,0.213,0.587
5,45,0.448,-2.851,0.459,0.207
5,46,0.417,-2.796,0.397,0.646
5,47,0.382,-2.736,0.235,0.27
5,48,0.345,-2.679,0.164,0.978
5,49,0.314,-2.639,0.506,0.297
5,50,0.302,-2.632,0.999,0.369
5,51,0.325,-2.662,0.325,0.921
5,52,0.399,-2.703,0.978,0.431
5,53,0.479,-2.719,0.581,0.494
6,4,0,-3.171,0.525,0.713
6,5,0.15,-3.231,0.224,0.905
6,6,0.261,-3.175,0.783,0.571
6,7,0.35,-3.126,0.163,0.701
6,8,0.416,-3.084,0.952,0.965
6,9,0.465,-3.052,0.796,0.49
6,10,0.501,-3.026,0.703,0.368
6,11,0.528,-3.006,0.974,0.661
6,12,0.548,-2.99,0.456,0.217
6,13,0.563,-2.978,0.518,0.553
6,14,0.574,-2.969,0.521,0.419
6,15,0.582,-2.962,0.485,0.43
6,16,0.588,-2.956,0.863,0.399
6,17,0.593,-2.951,0.431,0.929
6,18,0.597,-2.946,0.959,0.438
6,19,0.599,-2.942,0.27,0.386
6,20,0.601,-2.939,0.439,0.931
6,21,0.603,-2.936,0.842,0.583
6,22,0.604,-2.933,0.029,0.757
6,23,0.605,-2.93,0.285,0.477
6,24,0.605,-2.928,0.126,0.183
6,25,0.606,-2.926,0.669,0.333
6,26,0.606,-2.924,0.689,0.541
6,27,0.606,-2.922,0.566,0.995
6,28,0.605,-2.919,0.372,0.782
6,29,0.605,-2.917,0.436,0.034
6,30,0.604,-2.915,0.71,0.221
6,31,0.603,-2.913,0.53,0.695
6,32,0.602,-2.911,0.937,0.741
6,33,0.6,-2.908,0.402,0.613
6,34,0.598,-2.906,0.698,0.03
6,35,0.595,-2.902,0.961,0.198
6,36,0.592,-2.898,0.543,0.059
6,37,0.587,-2.893,0.72,0.828
6,38,0.581,-2.885,0.682,0.972
6,39,0.572,-2.876,0.079,0.068
6,40,0.562,-2.864,0.534,0.925
6,41,0.549,-2.848,0.073,0.64
6,42,0.532,-2.829,0.834,0.918
6,43,0.511,-2.804,0.374,0.633
6,44,0.485,-2.774,0.189,0.647
6,45,0.453,-2.74,0.89,0.813
6,46,0.417,-2.704,0.959,0.479
6,47,0.379,-2.671,0.811,0.204
6,48,0.344,-2.648,0.26,0.449
6,49,0.323,-2.644,0.133,0.438
6,50,0.325,-2.661,0.448,0.397
6,51,0.36,-2.692,0.951,0.253
6,52,0.428,-2.719,0.158,0.646
6,53,0.505,-2.729,0.021,0.802
7,4,0,-3.001,0.046,0.429
7,5,0.1,-3.059,0.492,0.115
7,6,0.222,-3.029,0.72,0.637
7,7,0.322,-3,0.273,0.573
7,8,0.397,-2.976,0.278,0.868
7,9,0.454,-2.956,0.876,0.511
7,10,0.496,-2.941,0.541,0.658
7,11,0.528,-2.928,0.016,0.316
7,12,0.551,-2.918,0.703,0.222
7,13,0.569,-2.911,0.84,0.589
7,14,0.582,-2.904,0.64,0.225
7,15,0.592,-2.899,0.793,0.636
7,16,0.6,-2.895,0.793,0.923
7,17,0.605,-2.891,0.291,0.482
7,18,0.61,-2.888,0.25,0.34
7,19,0.613,-2.885,0.142,0.109
7,20,0.615,-2.882,0.525,0.647
7,21,0.617,-2.88,0.392,0.136
7,22,0.619,-2.877,0.33,0.992
7,23,0.62,-2.875,0.343,0.025
7,24,0.62,-2.873,0.43,0.332
7,25,0.621,-2.87,0.797,0.575
7,26,0.621,-2.869,0.769,0.977
7,27,0.621,-2.867,0.426,0.661
7,28,0.62,-2.865,0.754,0.984
7,29,0.62,-2.863,0.553,0.043
7,30,0.619,-2.861,0.353,0.864
7,31,0.618,-2.859,0.265,0.648
7,32,0.616,-2.857,0.093,0.824
7,33,0.615,-2.855,0.845,0.438
7,34,0.612,-2.853,0.697,0.227
7,35,0.609,-2.851,0.023,0.964
7,36,0.605,-2.848,0.599,0.517
7,37,0.599,-2.844,0.917,0.138
7,38,0.591,-2.839,0.562,0.035
7,39,0.581,-2.833,0.447,0.915
7,40,0.569,-2.824,0.659,0.218
7,41,0.553,-2.813,0.442,0.666
7,42,0.532,-2.799,0.483,0.171
7,43,0.507,-2.782,0.125,0.022
7,44,0.477,-2.762,0.23,0.206
7,45,0.442,-2.74,0.873,0.801
7,46,0.404,-2.719,0.732,0.401
7,47,0.368,-2.701,0.406,0.752
7,48,0.341,-2.69,0.586,0.874
7,49,0.329,-2.691,0.941,0.188
7,50,0.342,-2.702,0.124,0.054
7,51,0.381,-2.72,0.797,0.203
7,52,0.448,-2.734,0.04,0.094
7,53,0.522,-2.738,0.21,0.754
8,4,0,-2.846,0.701,0.325
8,5,0.08,-2.905,0.724,0.88
8,6,0.203,-2.906,0.677,0.47
8,7,0.306,-2.902,0.442,0.148
8,8,0.385,-2.898,0.077,0.963
8,9,0.445,-2.894,0.366,0.635
8,10,0.491,-2.89,0.089,0.524
8,11,0.524,-2.887,0.239,0.202
8,12,0.55,-2.884,0.141,0.925
8,13,0.569,-2.881,0.48,0.434
8,14,0.583,-2.879,0.051,0.136
8,15,0.594,-2.877,0.841,0.169
8,16,0.602,-2.875,0.306,0.317
8,17,0.608,-2.873,0.194,0.227
8,18,0.613,-2.871,0.385,0.884
8,19,0.616,-2.868,0.774,0.211
8,20,0.619,-2.866,0.977,0.527
8,21,0.621,-2.864,0.099,0.205
8,22,0.622,-2.862,0.044,0.63
8,23,0.623,-2.86,0.97,0.6
8,24,0.624,-2.858,0.487,0.154
8,25,0.624,-2.857,0.717,0.843
8,26,0.625,-2.855,0.138,0.603
8,27,0.625,-2.853,0.855,0.349
8,28,0.624,-2.851,0.892,0.876
8,29,0.624,-2.85,0.397,0.011
8,30,0.623,-2.848,0.216,0.602
8,31,0.622,-2.847,0.018,0.658
8,32,0.62,-2.846,0.393,0.854
8,33,0.618,-2.844,0.367,0.125
8,34,0.616,-2.843,0.578,0.327
8,35,0.612,-2.842,0.534,0.796
8,36,0.607,-2.84,0.648,0.802
8,37,0.601,-2.838,0.298,0.937
8,38,0.593,-2.835,0.969,0.583
8,39,0.582,-2.832,0.815,0.056
8,40,0.567,-2.827,0.847,0.356
8,41,0.549,-2.82,0.035,0.384
8,42,0.527,-2.812,0.261,0.399
8,43,0.5,-2.801,0.554,0.679
8,44,0.467,-2.789,0.664,0.029
8,45,0.431,-2.775,0.139,0.433
8,46,0.394,-2.762,0.036,0.499
8,47,0.361,-2.751,0.877,0.369
8,48,0.338,-2.743,0.639,0.899
8,49,0.332,-2.739,0.121,0.559
8,50,0.35,-2.739,0.645,0.062
8,51,0.393,-2.745,0.643,0.319
8,52,0.458,-2.748,0.332,0.748
8,53,0.531,-2.748,0.014,0.233
9,4,0,-2.694,0.908,0.835
9,5,0.092,-2.755,0.491,0.569
9,6,0.211,-2.787,0.998,0.482
9,7,0.312,-2.81,0.627,0.778
9,8,0.39,-2.827,0.459,0.109
9,9,0.448,-2.839,0.463,0.305
9,10,0.493,-2.848,0.722,0.29
9,11,0.526,-2.855,0.875,0.692
9,12,0.551,-2.859,0.544,0.424
9,13,0.57,-2.862,0.083,0.946
9,14,0.585,-2.864,0.782,0.009
9,15,0.595,-2.865,0.746,0.17
9,16,0.603,-2.865,0.489,0.872
9,17,0.609,-2.865,0.967,0.898
9,18,0.614,-2.864,0.204,0.167
9,19,0.617,-2.863,0.016,0.159
9,20,0.619,-2.861,0.454,0.42
9,21,0.621,-2.86,0.879,0.841
9,22,0.622,-2.858,0.898,0.978
9,23,0.623,-2.856,0.262,0.299
9,24,0.624,-2.855,0.816,0.166
9,25,0.625,-2.854,0.915,0.409
9,26,0.625,-2.852,0.708,0.03
9,27,0.625,-2.85,0.007,0.646
9,28,0.625,-2.849,0.507,0.243
9,29,0.624,-2.848,0.042,0.19
9,30,0.624,-2.846,0.932,0.257
9,31,0.622,-2.845,0.196,0.533
9,32,0.621,-2.845,0.236,0.3
9,33,0.619,-2.844,0.033,0.569
9,34,0.616,-2.843,0.286,0.788
9,35,0.613,-2.843,0.615,0.572
9,36,0.608,-2.843,0.738,0.937
9,37,0.602,-2.843,0.5,0.088
9,38,0.593,-2.842,0.184,0.988
9,39,0.581,-2.842,0.966,0.376
9,40,0.567,-2.84,0.836,0.66
9,41,0.548,-2.838,0.056,0.421
9,42,0.524,-2.835,0.267,0.525
9,43,0.496,-2.83,0.461,0.833
9,44,0.463,-2.825,0.014,0.471
9,45,0.426,-2.818,0.342,0.841
9,46,0.389,-2.811,0.986,0.692
9,47,0.357,-2.803,0.676,0.52
9,48,0.336,-2.796,0.18,0.408
9,49,0.332,-2.788,0.802,0.108
9,50,0.351,-2.78,0.03,0.83
9,51,0.394,-2.771,0.063,0.351
9,52,0.459,-2.762,0.658,0.187
9,53,0.531,-2.757,0.943,0.215
10,4,0,-2.541,0.226,0.363
10,5,0.134,-2.608,0.826,0.418
10,6,0.245,-2.673,0.664,0.01
10,7,0.338,-2.722,0.802,0.267
10,8,0.409,-2.76,0.251,0.327
10,9,0.463,-2.789,0.127,0.149
10,10,0.503,-2.81,0.671,0.515
10,11,0.534,-2.826,0.641,0.618
10,12,0.556,-2.837,0.816,0.871
10,13,0.573,-2.845,0.525,0.208
10,14,0.586,-2.851,0.429,0.249
10,15,0.596,-2.855,0.442,0.804
10,16,0.603,-2.858,0.667,0.77
10,17,0.608,-2.859,0.986,0.2
10,18,0.613,-2.86,0.67,0.912
10,19,0.615,-2.859,0.623,0.378
10,20,0.617,-2.859,0.874,0.873
10,21,0.619,-2.858,0.083,0.744
10,22,0.62,-2.856,0.478,0.138
10,23,0.621,-2.855,0.77,0.43
10,24,0.622,-2.854,0.04,0.986
10,25,0.622,-2.853,0.379,0.99
10,26,0.622,-2.851,0.118,0.774
10,27,0.622,-2.85,0.125,0.995
10,28,0.622,-2.849,0.457,0.584
10,29,0.622,-2.848,0.79,0.026
10,30,0.621,-2.847,0.149,0.959
10,31,0.62,-2.846,0.585,0.762
10,32,0.619,-2.846,0.14,0.662
10,33,0.617,-2.845,0.936,0.782
10,34,0.615,-2.845,0.003,0.667
10,35,0.612,-2.846,0.256,0.174
10,36,0.607,-2.848,0.237,0.221
10,37,0.601,-2.849,0.832,0.168
10,38,0.593,-2.852,0.16,0.589
10,39,0.582,-2.854,0.02,0.73
10,40,0.568,-2.856,0.989,0.202
10,41,0.549,-2.858,0.767,0.219
10,42,0.525,-2.86,0.587,0.146
10,43,0.497,-2.861,0.586,0
10,44,0.464,-2.862,0.559,0.338
10,45,0.427,-2.862,0.303,0.728
10,46,0.39,-2.86,0.988,0.193
10,47,0.357,-2.857,0.357,0.274
10,48,0.335,-2.85,0.94,0.406
10,49,0.329,-2.84,0.399,0.517
10,50,0.346,-2.824,0.081,0.708
10,51,0.387,-2.801,0.493,0.649
10,52,0.451,-2.778,0.85,0.865
10,53,0.522,-2.767,0.651,0.077
11,4,0,-2.375,0.734,0.383
11,5,0.2,-2.467,0.454,0.335
11,6,0.296,-2.569,0.282,0.492
11,7,0.376,-2.643,0.639,0.906
11,8,0.435,-2.701,0.05,0.676
11,9,0.48,-2.744,0.363,0.397
11,10,0.513,-2.776,0.684,0.17
11,11,0.537,-2.8,0.611,0.861
11,12,0.556,-2.817,0.262,0.433
11,13,0.569,-2.83,0.977,0.76
11,14,0.579,-2.839,0.655,0.441
11,15,0.587,-2.846,0.975,0.646
11,16,0.593,-2.851,0.077,0.852
11,17,0.597,-2.854,0.04,0.327
11,18,0.6,-2.855,0.211,0.059
11,19,0.603,-2.856,0.256,0.448
11,20,0.605,-2.856,0.5,0.003
11,21,0.606,-2.855,0.292,0.662
11,22,0.606,-2.854,0.627,0.797
11,23,0.607,-2.853,0.812,0.482
11,24,0.607,-2.852,0.894,0.886
11,25,0.608,-2.851,0.794,0.64
11,26,0.608,-2.85,0.526,0.246
11,27,0.608,-2.848,0.675,0.159
11,28,0.608,-2.848,0.725,0.448
11,29,0.608,-2.847,0.189,0.683
11,30,0.608,-2.846,0.887,0.069
11,31,0.607,-2.846,0.572,0.379
11,32,0.606,-2.846,0.881,0.896
11,33,0.604,-2.846,0.122,0.107
11,34,0.602,-2.847,0.91,0.636
11,35,0.6,-2.849,0.113,0.537
11,36,0.596,-2.851,0.24,0.351
11,37,0.591,-2.855,0.595,0.665
11,38,0.584,-2.86,0.039,0.404
11,39,0.575,-2.865,0.115,0.862
11,40,0.563,-2.871,0.146,0.235
11,41,0.547,-2.877,0.501,0.657
11,42,0.526,-2.884,0.575,0.968
11,43,0.499,-2.89,0.253,0.194
11,44,0.468,-2.896,0.922,0.327
11,45,0.433,-2.902,0.878,0.573
11,46,0.397,-2.908,0.462,0.318
11,47,0.363,-2.912,0.087,0.099
11,48,0.337,-2.911,0.005,0.913
11,49,0.327,-2.901,0.52,0.114
11,50,0.337,-2.878,0.959,0.584
11,51,0.372,-2.841,0.708,0.651
11,52,0.433,-2.8,0.035,0.268
11,53,0.5,-2.782,0.35,0.38
12,4,0,-2.171,0.83,0.16
12,5,0.276,-2.332,0.029,0.464
12,6,0.35,-2.476,0.532,0.917
12,7,0.407,-2.576,0.783,0.943
12,8,0.448,-2.651,0.268,0.753
12,9,0.478,-2.706,0.183,0.015
12,10,0.499,-2.747,0.156,0.504
12,11,0.515,-2.777,0.183,0.735
12,12,0.527,-2.8,0.515,0.111
12,13,0.536,-2.816,0.693,0.214
12,14,0.543,-2.827,0.403,0.44
12,15,0.548,-2.836,0.88,0.078
12,16,0.551,-2.842,0.099,0.507
12,17,0.554,-2.846,0.199,0.997
12,18,0.557,-2.848,0.176,0.697
12,19,0.558,-2.85,0.7,0.814
12,20,0.559,-2.85,0.49,0.23
12,21,0.56,-2.85,0.818,0.612
12,22,0.561,-2.849,0.652,0.82
12,23,0.561,-2.848,0.178,0.381
12,24,0.561,-2.847,0.833,0.187
12,25,0.561,-2.846,0.622,0.954
12,26,0.562,-2.845,0.956,0.714
12,27,0.562,-2.844,0.498,0.284
12,28,0.562,-2.843,0.823,0.326
12,29,0.562,-2.843,0.036,0.537
12,30,0.561,-2.842,0.865,0.423
12,31,0.561,-2.842,0.534,0.386
12,32,0.56,-2.843,0.572,0.245
12,33,0.559,-2.843,0.062,0.235
12,34,0.558,-2.844,0.209,0.97
12,35,0.556,-2.847,0.42,0.479
12,36,0.554,-2.85,0.337,0.426
12,37,0.551,-2.856,0.834,0.113
12,38,0.547,-2.862,0.503,0.409
12,39,0.541,-2.87,0.36,0.023
12,40,0.533,-2.879,0.378,0.467
12,41,0.522,-2.89,0.285,0.146
12,42,0.507,-2.901,0.183,0.564
12,43,0.487,-2.913,0.26,0.037
12,44,0.464,-2.925,0.899,0.884
12,45,0.436,-2.937,0.105,0.204
12,46,0.405,-2.948,0.493,0.706
12,47,0.375,-2.96,0.795,0.278
12,48,0.349,-2.971,0.098,0.648
12,49,0.332,-2.974,0.09,0.339
12,50,0.331,-2.955,0.37,0.123
12,51,0.35,-2.904,0.051,0.909
12,52,0.404,-2.84,0.902,0.345
12,53,0.459,-2.812,0.469,0.483
13,4,0,-1.903,0.112,0.227
13,5,0.156,-2.17,0.148,0.501
13,6,0.187,-2.374,0.655,0.827
13,7,0.209,-2.499,0.158,0.003
13,8,0.224,-2.585,0.904,0.827
13,9,0.234,-2.646,0.531,0.554
13,10,0.242,-2.692,0.938,0.923
13,11,0.247,-2.726,0.187,0.604
13,12,0.251,-2.751,0.74,0.515
13,13,0.254,-2.769,0.298,0.567
13,14,0.257,-2.782,0.218,0.945
13,15,0.258,-2.791,0.917,0.256
13,16,0.26,-2.798,0.379,0.173
13,17,0.261,-2.803,0.636,0.582
13,18,0.262,-2.806,0.339,0.977
13,19,0.262,-2.807,0.207,0.185
13,20,0.263,-2.808,0.9,0.459
13,21,0.263,-2.808,0.984,0.362
13,22,0.263,-2.807,0.749,0.204
13,23,0.263,-2.807,0.504,0.793
13,24,0.263,-2.806,0.028,0.988
13,25,0.263,-2.805,0.35,0.553
13,26,0.263,-2.804,0.367,0.254
13,27,0.263,-2.802,0.993,0.217
13,28,0.263,-2.802,0.32,0.291
13,29,0.263,-2.801,0.081,0.856
13,30,0.263,-2.801,0.841,0.418
13,31,0.263,-2.801,0.734,0.537
13,32,0.263,-2.801,0.922,0.631
13,33,0.263,-2.802,0.341,0.153
13,34,0.262,-2.804,0.295,0.857
13,35,0.262,-2.806,0.739,0.488
13,36,0.261,-2.81,0.202,0.859
13,37,0.26,-2.816,0.887,0.246
13,38,0.258,-2.823,0.776,0.587
13,39,0.257,-2.833,0.673,0.053
13,40,0.254,-2.844,0.786,0.923
13,41,0.25,-2.858,0.292,0.154
13,42,0.245,-2.874,0.151,0.605
13,43,0.237,-2.891,0.198,0.345
13,44,0.228,-2.91,0.31,0.528
13,45,0.217,-2.929,0.768,0.41
13,46,0.204,-2.948,0.646,0.32
13,47,0.191,-2.967,0.459,0.391
13,48,0.179,-2.981,0.045,0.244
13,49,0.169,-2.988,0.77,0.049
13,50,0.165,-2.979,0.882,0.05
13,51,0.169,-2.942,0.215,0.288
13,52,0.194,-2.879,0.092,0.555
13,53,0.432,-2.844,0.329,0.203
