"V1","V2","V3","V4","V5","V6"
3,50,1.54,-23.605,0.858,0.004
3,51,1.621,-22.965,0.884,0.72
3,52,1.93,-23.199,0.231,0.715
3,53,4.364,-23.653,0.586,0.811
4,4,0,-29.78,0.19,0.539
4,5,-0.428,-29.958,0.678,0.119
4,6,-0.346,-29.847,0.273,0.96
4,7,-0.289,-29.742,0.588,0.487
4,8,-0.247,-29.658,0.267,0.1
4,9,-0.212,-29.59,0.3,0.591
4,10,-0.183,-29.532,0.696,0.3
4,11,-0.158,-29.481,0.598,0.951
4,12,-0.134,-29.436,0.675,0.951
4,13,-0.111,-29.395,0.525,0.116
4,14,-0.088,-29.357,0.669,0.904
4,15,-0.066,-29.32,0.684,0.4
4,16,-0.044,-29.285,0.499,0.896
4,17,-0.021,-29.25,0.971,0.284
4,18,0.003,-29.215,0.832,0.066
4,19,0.028,-29.18,0.654,0.83
4,20,0.054,-29.146,0.599,0.495
4,21,0.081,-29.11,0.037,0.394
4,22,0.11,-29.072,0.746,0.135
4,23,0.14,-29.033,0.148,0.871
4,24,0.171,-28.991,0.78,0.63
4,25,0.205,-28.946,0.022,0.515
4,26,0.24,-28.899,0.645,0.298
4,27,0.278,-28.85,0.606,0.006
4,28,0.318,-28.796,0.736,0.632
4,29,0.361,-28.738,0.693,0.495
4,30,0.407,-28.675,0.755,0.624
4,31,0.457,-28.607,0.383,0.302
4,32,0.511,-28.531,0.646,0.833
4,33,0.57,-28.448,0.281,0.006
4,34,0.634,-28.356,0.578,0.748
4,35,0.705,-28.252,0.143,0.549
4,36,0.784,-28.134,0.186,0.652
4,37,0.872,-28.001,0.853,0.732
4,38,0.972,-27.847,0.083,0.602
4,39,1.085,-27.669,0.315,0.848
4,40,1.213,-27.462,0.577,0.62
4,41,1.36,-27.22,0.236,0.431
4,42,1.526,-26.938,0.152,0.357
4,43,1.716,-26.611,0.851,0.487
4,44,1.931,-26.236,0.787,0.38
4,45,2.169,-25.82,0.309,0.22
4,46,2.426,-25.383,0.26,0.141
4,47,2.69,-24.979,0.17,0.869
4,48,2.938,-24.715,0.633,0.994
4,49,3.125,-24.787,0.908,0.484
4,50,3.213,-25.379,0.834,0.09
4,51,3.282,-26.451,0.004,0.009
4,52,3.65,-27.505,0.301,0.786
4,53,3.841,-27.928,0.885,0.279
5,4,0,-29.35,0.389,0.389
5,5,-0.503,-29.557,0.063,0.487
5,6,-0.398,-29.485,0.646,0.494
5,7,-0.32,-29.404,0.997,0.238
5,8,-0.26,-29.335,0.133,0.052
5,9,-0.212,-29.276,0.522,0.052
5,10,-0.171,-29.225,0.634,0.036
5,11,-0.136,-29.18,0.144,0.586
5,12,-0.104,-29.139,0.348,0.187
5,13,-0.073,-29.1,0.841,0.332
5,14,-0.045,-29.063,0.884,0.798
5,15,-0.016,-29.027,0.059,0.042
5,16,0.012,-28.99,0.115,0.197
5,17,0.04,-28.954,0.651,0.196
5,18,0.069,-28.916,0.589,0.809
5,19,0.099,-28.878,0.4,0.839
5,20,0.131,-28.838,0.643,0.89
5,21,0.163,-28.795,0.474,0.006
5,22,0.198,-28.751,0.059,0.902
5,23,0.234,-28.704,0.792,0.31
5,24,0.273,-28.654,0.416,0.459
5,25,0.313,-28.602,0.169,0.072
5,26,0.356,-28.546,0.466,0.818
5,27,0.401,-28.487,0.075,0.931
5,28,0.45,-28.424,0.947,0.136
5,29,0.502,-28.356,0.985,0.78
5,30,0.558,-28.282,0.092,0.18
5,31,0.619,-28.202,0.861,0.369
5,32,0.684,-28.115,0.867,0.407
5,33,0.755,-28.019,0.658,0.751
5,34,0.833,-27.913,0.306,0.852
5,35,0.919,-27.794,0.022,0.941
5,36,1.014,-27.661,0.883,0.034
5,37,1.119,-27.51,0.147,0.696
5,38,1.238,-27.338,0.199,0.62
5,39,1.371,-27.141,0.776,0.666
5,40,1.522,-26.915,0.717,0.442
5,41,1.693,-26.656,0.626,0.394
5,42,1.885,-26.359,0.015,0.045
5,43,2.102,-26.023,0.009,0.91
5,44,2.34,-25.654,0.885,0.759
5,45,2.597,-25.267,0.386,0.379
5,46,2.861,-24.897,0.666,0.108
5,47,3.109,-24.612,0.568,0.296
5,48,3.299,-24.526,0.557,0.773
5,49,3.368,-24.769,0.476,0.533
5,50,3.344,-25.346,0.411,0.345
5,51,3.305,-26.11,0.329,0.092
5,52,3.391,-26.803,0.333,0.842
5,53,3.318,-27.089,0.688,0.736
6,4,0,-29.039,0.022,0.936
6,5,-0.527,-29.268,0.089,0.027
6,6,-0.412,-29.237,0.536,0.403
6,7,-0.321,-29.188,0.336,0.372
6,8,-0.249,-29.145,0.942,0.955
6,9,-0.19,-29.107,0.132,0.887
6,10,-0.14,-29.072,0.068,0.988
6,11,-0.097,-29.041,0.051,0.54
6,12,-0.059,-29.011,0.664,0.666
6,13,-0.023,-28.981,0.803,0.418
6,14,0.011,-28.952,0.776,0.612
6,15,0.044,-28.922,0.022,0.659
6,16,0.077,-28.89,0.462,0.581
6,17,0.109,-28.857,0.149,0.924
6,18,0.143,-28.822,0.936,0.443
6,19,0.177,-28.784,0.476,0.573
6,20,0.213,-28.743,0.91,0.833
6,21,0.25,-28.7,0.422,0.863
6,22,0.289,-28.654,0.24,0.928
6,23,0.33,-28.604,0.796,0.037
6,24,0.374,-28.551,0.771,0.55
6,25,0.42,-28.495,0.402,0.693
6,26,0.468,-28.434,0.632,0.256
6,27,0.52,-28.37,0.615,0.477
6,28,0.576,-28.3,0.993,0.041
6,29,0.635,-28.225,0.273,0.54
6,30,0.698,-28.145,0.661,0.955
6,31,0.767,-28.057,0.849,0.246
6,32,0.841,-27.961,0.681,0.581
6,33,0.922,-27.855,0.798,0.158
6,34,1.011,-27.738,0.915,0.215
6,35,1.108,-27.608,0.995,0.71
6,36,1.216,-27.462,0.337,0.227
6,37,1.335,-27.297,0.761,0.708
6,38,1.468,-27.111,0.122,0.11
6,39,1.616,-26.899,0.778,0.006
6,40,1.781,-26.659,0.227,0.762
6,41,1.966,-26.387,0.077,0.38
6,42,2.17,-26.083,0.881,0.489
6,43,2.393,-25.749,0.096,0.95
6,44,2.63,-25.395,0.916,0.777
6,45,2.871,-25.044,0.18,0.229
6,46,3.099,-24.738,0.7,0.915
6,47,3.282,-24.547,0.733,0.448
6,48,3.373,-24.576,0.849,0.646
6,49,3.355,-24.877,0.934,0.631
6,50,3.312,-25.424,0.676,0.152
6,51,3.265,-26.116,0.207,0.656
6,52,3.322,-26.772,0.558,0.921
6,53,3.306,-27.066,0.33,0.545
7,4,0,-28.805,0.668,0.093
7,5,-0.499,-29.062,0.727,0.562
7,6,-0.381,-29.074,0.21,0.359
7,7,-0.284,-29.062,0.181,0.61
7,8,-0.205,-29.049,0.07,0.47
7,9,-0.14,-29.036,0.615,0.288
7,10,-0.085,-29.023,0.552,0.515
7,11,-0.037,-29.009,0.29,0.271
7,12,0.006,-28.994,0.299,0.295
7,13,0.046,-28.977,0.955,0.768
7,14,0.083,-28.958,0.808,0.006
7,15,0.119,-28.937,0.291,0.254
7,16,0.154,-28.914,0.676,0.137
7,17,0.19,-28.887,0.588,0.174
7,18,0.226,-28.857,0.216,0.726
7,19,0.263,-28.823,0.078,0.767
7,20,0.302,-28.786,0.431,0.754
7,21,0.342,-28.746,0.79,0.74
7,22,0.385,-28.701,0.418,0.01
7,23,0.43,-28.653,0.672,0.793
7,24,0.478,-28.601,0.768,0.152
7,25,0.528,-28.544,0.404,0.33
7,26,0.582,-28.483,0.425,0.758
7,27,0.639,-28.417,0.208,0.9
7,28,0.7,-28.345,0.298,0.127
7,29,0.766,-28.267,0.55,0.748
7,30,0.836,-28.182,0.867,0.475
7,31,0.913,-28.09,0.927,0.437
7,32,0.995,-27.988,0.526,0.795
7,33,1.085,-27.876,0.698,0.761
7,34,1.183,-27.752,0.133,0.436
7,35,1.291,-27.614,0.923,0.284
7,36,1.409,-27.459,0.711,0.391
7,37,1.54,-27.286,0.168,0.667
7,38,1.683,-27.09,0.434,0.626
7,39,1.842,-26.871,0.163,0.925
7,40,2.016,-26.624,0.857,0.526
7,41,2.206,-26.351,0.654,0.107
7,42,2.41,-26.051,0.313,0.124
7,43,2.624,-25.732,0.886,0.894
7,44,2.842,-25.407,0.306,0.982
7,45,3.048,-25.103,0.168,0.261
7,46,3.221,-24.862,0.001,0.584
7,47,3.329,-24.749,0.306,0.861
7,48,3.332,-24.831,0.252,0.409
7,49,3.283,-25.141,0.328,0.065
7,50,3.231,-25.655,0.94,0.393
7,51,3.196,-26.283,0.727,0.35
7,52,3.254,-26.872,0.484,0.103
7,53,3.243,-27.135,0.209,0.855
8,4,0,-28.449,0.51,0.294
8,5,-0.426,-28.743,0.898,0.559
8,6,-0.309,-28.796,0.385,0.987
8,7,-0.211,-28.819,0.043,0.182
8,8,-0.13,-28.836,0.997,0.287
8,9,-0.062,-28.85,0.275,0.087
8,10,-0.003,-28.86,0.643,0.6
8,11,0.048,-28.868,0.969,0.065
8,12,0.094,-28.873,0.416,0.441
8,13,0.137,-28.876,0.832,0.415
8,14,0.177,-28.875,0.282,0.856
8,15,0.215,-28.871,0.004,0.093
8,16,0.254,-28.864,0.449,0.3
8,17,0.292,-28.853,0.268,0.761
8,18,0.331,-28.838,0.04,0.273
8,19,0.371,-28.819,0.891,0.647
8,20,0.413,-28.795,0.045,0.106
8,21,0.457,-28.767,0.973,0.852
8,22,0.503,-28.734,0.228,0.159
8,23,0.553,-28.697,0.038,0.461
8,24,0.605,-28.655,0.221,0.88
8,25,0.661,-28.608,0.562,0.949
8,26,0.72,-28.555,0.21,0.608
8,27,0.784,-28.496,0.111,0.457
8,28,0.852,-28.431,0.634,0.683
8,29,0.925,-28.359,0.239,0.495
8,30,1.004,-28.279,0.196,0.999
8,31,1.089,-28.189,0.747,0.224
8,32,1.182,-28.09,0.589,0.422
8,33,1.282,-27.979,0.021,0.205
8,34,1.391,-27.854,0.394,0.835
8,35,1.51,-27.715,0.321,0.374
8,36,1.639,-27.558,0.538,0.603
8,37,1.78,-27.381,0.402,0.393
8,38,1.933,-27.183,0.891,0.101
8,39,2.098,-26.96,0.754,0.111
8,40,2.276,-26.713,0.933,0.56
8,41,2.463,-26.441,0.797,0.726
8,42,2.658,-26.149,0.359,0.144
8,43,2.852,-25.846,0.33,0.621
8,44,3.035,-25.55,0.667,0.409
8,45,3.19,-25.286,0.862,0.055
8,46,3.294,-25.1,0.553,0.514
8,47,3.314,-25.048,0.93,0.44
8,48,3.251,-25.168,0.966,0.913
8,49,3.167,-25.471,0.236,0.228
8,50,3.098,-25.938,0.591,0.542
8,51,3.065,-26.49,0.456,0.127
8,52,3.117,-26.996,0.174,0.732
8,53,3.102,-27.217,0.843,0.526
9,4,0,-27.884,0.822,0.937
9,5,-0.322,-28.221,0.964,0.79
9,6,-0.207,-28.305,0.955,0.19
9,7,-0.109,-28.352,0.751,0.526
9,8,-0.027,-28.391,0.566,0.577
9,9,0.043,-28.424,0.198,0.174
9,10,0.104,-28.453,0.631,0.698
9,11,0.159,-28.478,0.304,0.416
9,12,0.21,-28.5,0.384,0.881
9,13,0.257,-28.518,0.616,0.455
9,14,0.303,-28.534,0.901,0.182
9,15,0.348,-28.546,0.987,0.362
9,16,0.392,-28.555,0.812,0.038
9,17,0.437,-28.561,0.652,0.695
9,18,0.483,-28.563,0.908,0.621
9,19,0.53,-28.561,0.465,0.836
9,20,0.579,-28.556,0.29,0.873
9,21,0.631,-28.546,0.137,0.621
9,22,0.686,-28.532,0.643,0.21
9,23,0.744,-28.514,0.715,0.951
9,24,0.806,-28.491,0.824,0.502
9,25,0.871,-28.462,0.464,0.944
9,26,0.942,-28.428,0.336,0.069
9,27,1.016,-28.388,0.41,0.937
9,28,1.096,-28.34,0.328,0.428
9,29,1.182,-28.285,0.396,0.712
9,30,1.274,-28.221,0.977,0.718
9,31,1.373,-28.148,0.839,0.309
9,32,1.479,-28.063,0.924,0.815
9,33,1.593,-27.965,0.73,0.412
9,34,1.715,-27.852,0.558,0.57
9,35,1.847,-27.723,0.896,0.601
9,36,1.988,-27.575,0.597,0.752
9,37,2.138,-27.407,0.321,0.316
9,38,2.297,-27.215,0.651,0.244
9,39,2.464,-27,0.144,0.087
9,40,2.635,-26.76,0.732,0.896
9,41,2.808,-26.498,0.663,0.292
9,42,2.975,-26.222,0.012,0.747
9,43,3.125,-25.942,0.296,0.165
9,44,3.243,-25.681,0.556,0.652
9,45,3.308,-25.469,0.503,0.805
9,46,3.302,-25.352,0.446,0.532
9,47,3.227,-25.37,0.931,0.882
9,48,3.109,-25.526,0.484,0.475
9,49,2.984,-25.82,0.168,0.368
9,50,2.891,-26.232,0.435,0.113
9,51,2.855,-26.706,0.245,0.601
9,52,2.896,-27.125,0.232,0.79
9,53,2.878,-27.299,0.693,0.683
10,4,0,-27.192,0.77,0.188
10,5,-0.194,-27.578,0.588,0.699
10,6,-0.082,-27.687,0.774,0.691
10,7,0.012,-27.751,0.044,0.276
10,8,0.092,-27.805,0.869,0.453
10,9,0.163,-27.85,0.821,0.199
10,10,0.228,-27.888,0.044,0.378
10,11,0.288,-27.921,0.955,0.431
10,12,0.345,-27.95,0.975,0.179
10,13,0.401,-27.976,0.529,0.854
10,14,0.456,-27.998,0.113,0.114
10,15,0.511,-28.018,0.769,0.119
10,16,0.566,-28.034,0.057,0.577
10,17,0.623,-28.048,0.007,0.688
10,18,0.682,-28.058,0.611,0.343
10,19,0.743,-28.064,0.322,0.057
10,20,0.807,-28.067,0.17,0.376
10,21,0.875,-28.065,0.537,0.555
10,22,0.947,-28.059,0.658,0.826
10,23,1.022,-28.049,0.435,0.926
10,24,1.102,-28.033,0.875,0.156
10,25,1.187,-28.011,0.94,0.715
10,26,1.276,-27.983,0.336,0.394
10,27,1.371,-27.948,0.873,0.511
10,28,1.471,-27.904,0.608,0.417
10,29,1.576,-27.851,0.488,0.952
10,30,1.687,-27.788,0.428,0.439
10,31,1.804,-27.712,0.923,0.603
10,32,1.927,-27.623,0.026,0.052
10,33,2.056,-27.518,0.242,0.002
10,34,2.191,-27.397,0.848,0.099
10,35,2.331,-27.258,0.238,0.466
10,36,2.474,-27.1,0.836,0.022
10,37,2.618,-26.923,0.926,0.991
10,38,2.761,-26.726,0.293,0.585
10,39,2.899,-26.512,0.702,0.217
10,40,3.026,-26.286,0.216,0.756
10,41,3.135,-26.058,0.707,0.254
10,42,3.217,-25.843,0.737,0.584
10,43,3.269,-25.666,0.863,0.238
10,44,3.281,-25.556,0.661,0.85
10,45,3.243,-25.521,0.914,0.606
10,46,3.146,-25.555,0.425,0.1
10,47,3.013,-25.668,0.593,0.021
10,48,2.859,-25.869,0.364,0.796
10,49,2.71,-26.164,0.905,0.604
10,50,2.603,-26.529,0.14,0.554
10,51,2.56,-26.931,0.593,0.229
10,52,2.582,-27.263,0.691,0.473
10,53,2.565,-27.386,0.61,0.429
11,4,0,-26.628,0.952,0.635
11,5,-0.02,-27.053,0.301,0.299
11,6,0.081,-27.181,0.134,0.332
11,7,0.166,-27.254,0.072,0.857
11,8,0.243,-27.31,0.381,0.231
11,9,0.314,-27.354,0.552,0.969
11,10,0.382,-27.391,0.075,0.585
11,11,0.447,-27.421,0.824,0.88
11,12,0.512,-27.447,0.555,0.411
11,13,0.576,-27.468,0.692,0.521
11,14,0.641,-27.486,0.246,0.385
11,15,0.707,-27.501,0.19,0.157
11,16,0.776,-27.511,0.355,0.406
11,17,0.846,-27.517,0.979,0.348
11,18,0.918,-27.519,0.396,0.9
11,19,0.994,-27.516,0.939,0.03
11,20,1.074,-27.507,0.711,0.904
11,21,1.158,-27.493,0.317,0.649
11,22,1.246,-27.474,0.671,0.678
11,23,1.338,-27.448,0.769,0.734
11,24,1.434,-27.415,0.369,0.378
11,25,1.534,-27.375,0.282,0.014
11,26,1.636,-27.326,0.538,0.301
11,27,1.742,-27.267,0.842,0.17
11,28,1.849,-27.198,0.01,0.52
11,29,1.957,-27.116,0.089,0.749
11,30,2.066,-27.022,0.02,0.428
11,31,2.174,-26.913,0.949,0.549
11,32,2.281,-26.791,0.25,0.629
11,33,2.387,-26.656,0.843,0.325
11,34,2.492,-26.51,0.979,0.485
11,35,2.594,-26.356,0.761,0.675
11,36,2.691,-26.2,0.309,0.964
11,37,2.783,-26.048,0.328,0.452
11,38,2.864,-25.904,0.964,0.729
11,39,2.933,-25.772,0.263,0.615
11,40,2.984,-25.657,0.767,0.516
11,41,3.012,-25.565,0.292,0.05
11,42,3.011,-25.504,0.511,0.822
11,43,2.986,-25.481,0.932,0.4
11,44,2.935,-25.503,0.523,0.676
11,45,2.857,-25.573,0.208,0.816
11,46,2.752,-25.696,0.556,0.881
11,47,2.626,-25.876,0.868,0.396
11,48,2.489,-26.114,0.838,0.526
11,49,2.359,-26.405,0.472,0.7
11,50,2.259,-26.731,0.564,0.03
11,51,2.195,-27.086,0.811,0.815
11,52,2.157,-27.39,0.185,0.773
11,53,2.137,-27.508,0.21,0.141
12,4,0,-27.531,0.075,0.223
12,5,0.202,-27.564,0.534,0.274
12,6,0.282,-27.662,0.191,0.92
12,7,0.349,-27.704,0.456,0.666
12,8,0.414,-27.719,0.159,0.717
12,9,0.478,-27.721,0.445,0.708
12,10,0.54,-27.712,0.081,0.627
12,11,0.601,-27.695,0.218,0.859
12,12,0.662,-27.671,0.274,0.317
12,13,0.724,-27.64,0.885,0.875
12,14,0.787,-27.604,0.111,0.475
12,15,0.85,-27.563,0.839,0.121
12,16,0.915,-27.517,0.664,0.825
12,17,0.982,-27.465,0.465,0.421
12,18,1.05,-27.408,0.835,0.839
12,19,1.12,-27.345,0.97,0.423
12,20,1.192,-27.275,0.347,0.699
12,21,1.267,-27.2,0.889,0.323
12,22,1.345,-27.118,0.315,0.44
12,23,1.425,-27.031,0.249,0.339
12,24,1.507,-26.939,0.743,0.84
12,25,1.59,-26.843,0.008,0.593
12,26,1.673,-26.74,0.882,0.028
12,27,1.756,-26.631,0.532,0.933
12,28,1.837,-26.517,0.336,0.977
12,29,1.915,-26.395,0.576,0.79
12,30,1.99,-26.267,0.083,0.314
12,31,2.059,-26.133,0.281,0.922
12,32,2.122,-25.994,0.239,0.17
12,33,2.178,-25.852,0.428,0.481
12,34,2.229,-25.707,0.262,0.981
12,35,2.274,-25.564,0.195,0.399
12,36,2.313,-25.425,0.42,0.375
12,37,2.345,-25.294,0.746,0.222
12,38,2.369,-25.173,0.678,0.454
12,39,2.384,-25.064,0.82,0.02
12,40,2.389,-24.972,0.248,0.609
12,41,2.383,-24.899,0.413,0.904
12,42,2.365,-24.85,0.258,0.015
12,43,2.334,-24.83,0.153,0.202
12,44,2.29,-24.843,0.346,0.125
12,45,2.233,-24.896,0.992,0.78
12,46,2.164,-24.995,0.07,0.598
12,47,2.088,-25.145,0.981,0.246
12,48,2.014,-25.351,0.676,0.211
12,49,1.951,-25.613,0.81,0.131
12,50,1.912,-25.928,0.886,0.86
12,51,1.902,-26.309,0.736,0.894
12,52,1.942,-26.997,0.525,0.442
12,53,1.874,-27.475,0.418,0.063
13,4,0,-27.376,0.24,0.927
13,5,0.16,-27.444,0.604,0.526
13,6,0.194,-27.555,0.992,0.894
13,7,0.221,-27.561,0.183,0.81
13,8,0.249,-27.533,0.895,0.811
13,9,0.277,-27.492,0.847,0.621
13,10,0.304,-27.441,0.709,0.351
13,11,0.331,-27.381,0.59,0.65
13,12,0.359,-27.314,0.665,0.502
13,13,0.386,-27.24,0.124,0.073
13,14,0.414,-27.16,0.16,0.522
13,15,0.442,-27.075,0.616,0.395
13,16,0.47,-26.984,0.236,0.575
13,17,0.498,-26.888,0.894,0.727
13,18,0.527,-26.786,0.227,0.07
13,19,0.556,-26.677,0.625,0.18
13,20,0.585,-26.561,0.423,0.014
13,21,0.615,-26.439,0.631,0.499
13,22,0.646,-26.312,0.24,0.509
13,23,0.677,-26.181,0.017,0.865
13,24,0.709,-26.045,0.111,0.131
13,25,0.741,-25.906,0.254,0.338
13,26,0.772,-25.762,0.478,0.544
13,27,0.803,-25.615,0.125,0.606
13,28,0.833,-25.463,0.669,0.888
13,29,0.861,-25.308,0.557,0.05
13,30,0.888,-25.149,0.889,0.512
13,31,0.912,-24.986,0.192,0.035
13,32,0.934,-24.821,0.086,0.356
13,33,0.952,-24.652,0.265,0.755
13,34,0.968,-24.48,0.152,0.989
13,35,0.982,-24.307,0.17,0.804
13,36,0.993,-24.136,0.754,0.132
13,37,1.001,-23.968,0.695,0.005
13,38,1.006,-23.804,0.568,0.295
13,39,1.007,-23.646,0.295,0.649
13,40,1.006,-23.497,0.826,0.534
13,41,1,-23.359,0.164,0.12
13,42,0.991,-23.236,0.763,0.178
13,43,0.977,-23.132,0.09,0.411
13,44,0.96,-23.052,0.857,0.019
13,45,0.939,-23,0.638,0.68
13,46,0.916,-22.98,0.181,0.905
13,47,0.894,-22.995,0.588,0.625
13,48,0.875,-23.042,0.971,0.335
13,49,0.866,-23.111,0.07,0.802
13,50,0.872,-23.187,0.996,0.127
13,51,0.902,-23.239,0.806,0.924
13,52,0.986,-23.239,0.759,0.476
13,53,1.862,-23.225,0.13,0.815
